OfWeek', 'OriginState', 'OriginWac', 'OriginCityMarketID'} Leakage 0.8160552884069705
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9857188165761647
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9890063712464849
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9888951282328119
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9875468028397483
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9849091699844379
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9837251101468218
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9819580866422963
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9912109990694566
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.988395303224367
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9865315614436309
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.9937141631815072
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginState', 'FlightDate'} Leakage 0.9950404460212123
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9939748878910099
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'FlightDate'} Leakage 0.9929955322564035
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.992764084776936
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginWac', 'FlightDate'} Leakage 0.9928324865129667
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.9970138244435434
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9953502905248319
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9959449937326061
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9943711507103694
Mask Size 7 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9832929793301748
Mask Size 7 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9811855240880645
Mask Size 7 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9838714833690545
Mask Size 7 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9886368089798967
Mask Size 7 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9882805613540768
Mask Size 7 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9864311788417595
Mask Size 7 Mask {'Origin', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9935478111470873
Mask Size 7 Mask {'Origin', 'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9932804259648791
Mask Size 7 Mask {'Origin', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.992260351703025
Mask Size 7 Mask {'Origin', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9964031537749112
Mask Size 7 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.998301899647852
Mask Size 7 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9983757301545948
Mask Size 7 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9975326855838728
Mask Size 7 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9983402600269699
Mask Size 7 Mask {'Origin', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9996339929290036
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9970937104679525
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9983425784442654
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9982998317498786
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9981831569046203
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.990178816548593
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9902283545907452
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9877842871081505
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9955327796783829
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9935140837238139
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'OriginStateName', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9929294520966706
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.9959092280330577
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginState', 'FlightDate'} Leakage 0.9968959747380447
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9958530464425311
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'FlightDate'} Leakage 0.9960281828883822
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9959299148839076
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginWac', 'FlightDate'} Leakage 0.9958818612552047
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.9916941855155178
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.989075467625004
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9920950943179629
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9891020584315325
Mask Size 7 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9900716072766668
Mask Size 7 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.98979332333285
Mask Size 7 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9883434099734343
Mask Size 7 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9929688471310779
Mask Size 7 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9929611064957312
Mask Size 7 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9908155321873294
Mask Size 7 Mask {'OriginAirportID', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.988775142080108
Mask Size 7 Mask {'OriginAirportID', 'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9885204313913399
Mask Size 7 Mask {'OriginAirportID', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9886095407598168
Mask Size 7 Mask {'OriginAirportID', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9940786722620759
Mask Size 7 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.9956394123394547
Mask Size 7 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9955737077482303
Mask Size 7 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9958810095718972
Mask Size 7 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9960560111797802
Mask Size 7 Mask {'OriginAirportID', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9972646903133657
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.989809587299539
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9896289051723195
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.988849327187447
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.992429100613203
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9913137965979578
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9903398611258679
Mask Size 7 Mask {'OriginAirportSeqID', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9887299952863682
Mask Size 7 Mask {'OriginAirportSeqID', 'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9852373594422915
Mask Size 7 Mask {'OriginAirportSeqID', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9849067705626254
Mask Size 7 Mask {'OriginAirportSeqID', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9893327659950778
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.9970131108893258
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9953492034423674
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9959449052192841
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9943611139077585
Mask Size 7 Mask {'OriginAirportSeqID', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9973567234138216
Mask Size 7 Mask {'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9962000804129691
Mask Size 7 Mask {'OriginCityName', 'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.996160683202759
Mask Size 7 Mask {'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9950367897610802
Mask Size 7 Mask {'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.997128111861432
Mask Size 7 Mask {'DayofMonth', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.997815212784107
Mask Size 7 Mask {'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9996148131899907
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'Month', 'OriginCityMarketID'} Leakage 0.9981498073340945
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginState', 'OriginCityMarketID'} Leakage 0.9887527027588123
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9951342763547384
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginCityMarketID'} Leakage 0.9951567480489677
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9941807459792991
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'Month', 'OriginState'} Leakage 0.9960472003802142
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'Month', 'OriginStateFips'} Leakage 0.9961544206521343
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'Month', 'OriginStateName'} Leakage 0.9962327303514549
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'Month', 'OriginWac'} Leakage 0.9962119401059952
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginState', 'OriginStateFips'} Leakage 0.9904984868898883
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginState'} Leakage 0.9918258833538675
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginState', 'OriginWac'} Leakage 0.9905589258222597
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginStateFips'} Leakage 0.9906570524653812
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginStateFips', 'OriginWac'} Leakage 0.9906588246262866
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginWac'} Leakage 0.9905911109908353
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'Month', 'OriginState', 'OriginCityMarketID'} Leakage 0.9711243117047282
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'Month', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.980068565897502
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'Month', 'OriginStateName', 'OriginCityMarketID'} Leakage 0.9803235306396426
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'Month', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9794649050257606
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9659221710568447
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID'} Leakage 0.9669165294785803
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginState', 'OriginCityMarketID', 'OriginWac'} Leakage 0.966349431508485
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9826357210142136
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9826721331371684
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9830957953534561
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'Month', 'OriginState', 'OriginStateFips'} Leakage 0.9853101753236094
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'Month', 'OriginStateName', 'OriginState'} Leakage 0.9852907036189841
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'Month', 'OriginState', 'OriginWac'} Leakage 0.9850353928288779
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'Month', 'OriginStateName', 'OriginStateFips'} Leakage 0.9860078606037648
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'Month', 'OriginStateFips', 'OriginWac'} Leakage 0.9861673923673847
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'Month', 'OriginStateName', 'OriginWac'} Leakage 0.9847597410272415
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips'} Leakage 0.9891681100994272
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginState', 'OriginStateFips', 'OriginWac'} Leakage 0.9889381906962861
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'OriginWac'} Leakage 0.9891558301851288
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginWac'} Leakage 0.9894687441484307
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'Month', 'OriginState', 'OriginCityMarketID'} Leakage 0.9652248136506341
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'Month', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9734128812102699
