OfWeek', 'OriginState', 'OriginWac', 'OriginCityMarketID'} Leakage 0.8160552884069705
Mask Size 7 Mask {'OriginCityName', 'DayOfWeek', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9998109668627518
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9756315601911365
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'Month', 'FlightDate'} Leakage 0.9813815491609928
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginState', 'FlightDate'} Leakage 0.9645970926122354
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginStateFips', 'FlightDate'} Leakage 0.9655773767406635
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'FlightDate'} Leakage 0.9654388852483176
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginWac', 'FlightDate'} Leakage 0.9663515195351099
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'Month', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9132829744953788
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.8720026230098252
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9150254423682167
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9123536663844961
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9120836905056782
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'Month', 'OriginState', 'FlightDate'} Leakage 0.9182437740762368
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'Month', 'OriginStateFips', 'FlightDate'} Leakage 0.9231383697533554
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'Month', 'OriginStateName', 'FlightDate'} Leakage 0.919534555562491
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'Month', 'OriginWac', 'FlightDate'} Leakage 0.9185540289549987
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.9259531850066843
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'FlightDate'} Leakage 0.9254615964388355
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9222065228188767
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginStateFips', 'FlightDate'} Leakage 0.9283839706665294
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9303377827392775
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginWac', 'FlightDate'} Leakage 0.9186261049890201
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'Month', 'OriginCityMarketID', 'FlightDate'} Leakage 0.8882445831713819
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'Month', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.8601134658508495
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'Month', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.898104736685007
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginCityMarketID', 'FlightDate'} Leakage 0.8866351491077629
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'Month', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.8711885890893301
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'Month', 'OriginState', 'FlightDate'} Leakage 0.9198944770287961
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'Month', 'OriginStateFips', 'FlightDate'} Leakage 0.9126203422053026
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'FlightDate'} Leakage 0.9149310031152886
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'Month', 'OriginWac', 'FlightDate'} Leakage 0.9134264562305968
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'Month', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.928034334755576
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'FlightDate'} Leakage 0.9352068460781017
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'Month', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9269653959368297
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginStateFips', 'FlightDate'} Leakage 0.9209474008271629
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'Month', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.919465108546641
Mask Size 7 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginWac', 'FlightDate'} Leakage 0.918729096588935
Mask Size 7 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'Month', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.7715654359310368
Mask Size 7 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'Month', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.8003088329231923
Mask Size 7 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginCityMarketID', 'FlightDate'} Leakage 0.7981423593497158
Mask Size 7 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'Month', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.7950340239092313
Mask Size 7 Mask {'Origin', 'DayofMonth', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.8592717748361562
Mask Size 7 Mask {'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.8484947671767136
Mask Size 7 Mask {'Origin', 'DayofMonth', 'Month', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.856831046547187
Mask Size 7 Mask {'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9052334995321026
Mask Size 7 Mask {'Origin', 'DayofMonth', 'Month', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.8948442330656139
Mask Size 7 Mask {'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.8920071459090523
Mask Size 7 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'Month', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.9217022959670403
Mask Size 7 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'FlightDate'} Leakage 0.9078826580256777
Mask Size 7 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'Month', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9137175548183747
Mask Size 7 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginStateFips', 'FlightDate'} Leakage 0.9354316271479576
Mask Size 7 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'Month', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9255606354360257
Mask Size 7 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginWac', 'FlightDate'} Leakage 0.9035917239771094
Mask Size 7 Mask {'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.9662353049909368
Mask Size 7 Mask {'Origin', 'DayofMonth', 'Month', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.968168372987364
Mask Size 7 Mask {'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9550416713389055
Mask Size 7 Mask {'Origin', 'DayofMonth', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9688555567156121
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9775073338525659
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'Month', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9299301888673341
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'Month', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9595438907432841
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'Month', 'OriginStateName', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9575080280322281
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'Month', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9460350113962189
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginState', 'FlightDate'} Leakage 0.9632567102285222
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginStateFips', 'FlightDate'} Leakage 0.9642730688802402
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginStateName', 'FlightDate'} Leakage 0.9641294989992157
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginWac', 'FlightDate'} Leakage 0.9639035863444452
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'Month', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.9339759494642714
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'FlightDate'} Leakage 0.9430820434213618
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'Month', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9343928578803582
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'Month', 'OriginStateName', 'OriginStateFips', 'FlightDate'} Leakage 0.9350789859099048
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'Month', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9350921968758439
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'Month', 'OriginStateName', 'OriginWac', 'FlightDate'} Leakage 0.9346382522699271
Mask Size 7 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.8928254942717685
Mask Size 7 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9174943407871097
Mask Size 7 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginStateName', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9132932335207716
Mask Size 7 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9000477099881512
Mask Size 7 Mask {'OriginAirportID', 'DayofMonth', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.8784901414591653
Mask Size 7 Mask {'OriginAirportID', 'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.8768610386515208
Mask Size 7 Mask {'OriginAirportID', 'DayofMonth', 'Month', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.8744552656467527
Mask Size 7 Mask {'OriginAirportID', 'DayofMonth', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9165331924343192
Mask Size 7 Mask {'OriginAirportID', 'DayofMonth', 'Month', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9175867306458457
Mask Size 7 Mask {'OriginAirportID', 'DayofMonth', 'Month', 'OriginStateName', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9139815029602573
Mask Size 7 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.9259018987438068
Mask Size 7 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'FlightDate'} Leakage 0.9257304180738799
Mask Size 7 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9235493738410782
Mask Size 7 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginStateName', 'OriginStateFips', 'FlightDate'} Leakage 0.9295031692164442
Mask Size 7 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9303165086842984
Mask Size 7 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginStateName', 'OriginWac', 'FlightDate'} Leakage 0.9232753750157016
Mask Size 7 Mask {'OriginAirportID', 'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.9341500571863854
Mask Size 7 Mask {'OriginAirportID', 'DayofMonth', 'Month', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.933378220856616
Mask Size 7 Mask {'OriginAirportID', 'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9346775414818642
Mask Size 7 Mask {'OriginAirportID', 'DayofMonth', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9365506626246897
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.8898702658793153
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9056884339914933
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginStateName', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9009662963538563
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.8942590538565777
Mask Size 7 Mask {'OriginAirportSeqID', 'DayofMonth', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.8739819643188649
Mask Size 7 Mask {'OriginAirportSeqID', 'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.8665662180284419
Mask Size 7 Mask {'OriginAirportSeqID', 'DayofMonth', 'Month', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.8622500751065816
Mask Size 7 Mask {'OriginAirportSeqID', 'DayofMonth', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9069367926641322
Mask Size 7 Mask {'OriginAirportSeqID', 'DayofMonth', 'Month', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.8851966497566351
Mask Size 7 Mask {'OriginAirportSeqID', 'DayofMonth', 'Month', 'OriginStateName', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.878237896853534
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.9280044983451834
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'FlightDate'} Leakage 0.9351972029323431
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9269538110412402
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginStateName', 'OriginStateFips', 'FlightDate'} Leakage 0.9208504575062653
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9193670352651081
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginStateName', 'OriginWac', 'FlightDate'} Leakage 0.9186399828409474
Mask Size 7 Mask {'OriginAirportSeqID', 'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.9467601106914728
Mask Size 7 Mask {'OriginAirportSeqID', 'DayofMonth', 'Month', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9314156942465698
Mask Size 7 Mask {'OriginAirportSeqID', 'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9365879604510752
Mask Size 7 Mask {'OriginAirportSeqID', 'DayofMonth', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9235074332639985
Mask Size 7 Mask {'OriginCityName', 'DayofMonth', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.8889295186102906
Mask Size 7 Mask {'OriginCityName', 'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.8751880226268896
Mask Size 7 Mask {'OriginCityName', 'DayofMonth', 'Month', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.8837867242940635
Mask Size 7 Mask {'OriginCityName', 'DayofMonth', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9082175320195225
Mask Size 7 Mask {'OriginCityName', 'DayofMonth', 'Month', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9065343258988727
Mask Size 7 Mask {'OriginCityName', 'DayofMonth', 'Month', 'OriginStateName', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.8953625871351578
Mask Size 7 Mask {'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9244878420450174
Mask Size 7 Mask {'DayofMonth', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9266143883516823
Mask Size 7 Mask {'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9131615421878999
Mask Size 7 Mask {'DayofMonth', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9436984439897049
Mask Size 7 Mask {'OriginCityName', 'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.9662546978988968
Mask Size 7 Mask {'OriginCityName', 'DayofMonth', 'Month', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9664787643355148
Mask Size 7 Mask {'OriginCityName', 'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9573423621814134
Mask Size 7 Mask {'OriginCityName', 'DayofMonth', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9671866812454346
Mask Size 7 Mask {'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9832169056676968
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'OriginCityMarketID', 'FlightDate'} Leakage 0.999319349785484
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9953698653251088
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9981439119577292
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9981155859126813
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9976638103313981
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'OriginState', 'FlightDate'} Leakage 0.9984506327012787
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'OriginStateFips', 'FlightDate'} Leakage 0.9985231191855242
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'OriginStateName', 'FlightDate'} Leakage 0.9985494096984022
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'OriginWac', 'FlightDate'} Leakage 0.9985697443386277
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.9960094667548703
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginState', 'FlightDate'} Leakage 0.9969215026368675
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9960533365170645
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'FlightDate'} Leakage 0.9961253662990975
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9961266489380899
Mask Size 7 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginWac', 'FlightDate'} Leakage 0.9960791372929505
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9876887770280154
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9920617147910716
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'OriginStateName', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9915714429383005
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9912011445008577
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9857406842853432
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9858330406020821
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.985378595770936
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9926848712614667
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9931286772035717
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9924626588989135
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.9939958826290013
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'OriginStateName', 'OriginState', 'FlightDate'} Leakage 0.9939792946599323
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9937442316098781
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'OriginStateName', 'OriginStateFips', 'FlightDate'} Leakage 0.9944787727699819
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.994587651034801
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'OriginStateName', 'OriginWac', 'FlightDate'} Leakage 0.9935976412397265
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.9957357250867277
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9955786817350528
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9957275350002515
Mask Size 7 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9959398484255012
