method,dataset,target_attribute,total_time,init_time,model_time,del_time,leakage,baseline_leakage_empty_mask,utility,total_paths,mask_size,model_size,num_instantiated_cellsd
delgum,airport,home_link,0.0016131401062011719,0.00012493133544921875,0.00011110305786132812,0.001377105712890625,0.051126318247808444,0.22337399647872114,-0.30112631824780844,4,3,458,6
delgum,airport,home_link,0.0017709732055664062,0.0001308917999267578,0.00010800361633300781,0.0015320777893066406,0.05010955345870127,0.22337399647872114,-0.3001095534587013,3,3,458,6
delgum,airport,home_link,0.0013439655303955078,0.00011920928955078125,7.486343383789062e-05,0.001149892807006836,0.22337399647872114,0.22337399647872114,-0.1400406631453878,1,1,458,6
delgum,airport,home_link,0.001451730728149414,0.00011491775512695312,0.00012493133544921875,0.0012118816375732422,0.05853885744745513,0.22337399647872114,-0.47520552411412176,6,4,458,6
delgum,airport,home_link,0.0014920234680175781,0.00011610984802246094,6.008148193359375e-05,0.0013158321380615234,0.22337399647872114,0.22337399647872114,0.026626003521278863,1,0,458,6
delgum,airport,home_link,0.002023935317993164,0.00043082237243652344,0.0002601146697998047,0.001332998275756836,0.051126318247808444,0.22337399647872114,-0.4677929849144751,8,4,458,6
delgum,airport,home_link,0.0029480457305908203,0.0004830360412597656,0.000225067138671875,0.0022399425506591797,0.22337399647872114,0.22337399647872114,-0.30670732981205445,1,2,458,6
delgum,airport,home_link,0.0017809867858886719,0.0002338886260986328,9.918212890625e-05,0.001447916030883789,0.0,0.22337399647872114,-0.5833333333333334,-1,5,458,6
delgum,airport,home_link,0.0015683174133300781,0.00017881393432617188,7.033348083496094e-05,0.0013191699981689453,0.22337399647872114,0.22337399647872114,0.026626003521278863,1,0,458,6
delgum,airport,home_link,0.0013499259948730469,0.0001590251922607422,8.392333984375e-05,0.0011069774627685547,0.22337399647872114,0.22337399647872114,-0.1400406631453878,1,1,458,6
delgum,airport,home_link,0.0024461746215820312,0.0003731250762939453,0.00019407272338867188,0.001878976821899414,0.05010955345870127,0.22337399647872114,-0.1334428867920346,2,2,458,6
delgum,airport,home_link,0.00292205810546875,0.0005810260772705078,0.00028014183044433594,0.0020608901977539062,0.011469181810646378,0.22337399647872114,-0.2614691818106464,2,3,458,6
delgum,airport,home_link,0.0035190582275390625,0.0007510185241699219,0.0003399848937988281,0.0024280548095703125,0.03592524660768637,0.22337399647872114,-0.11925857994101968,2,2,458,6
delgum,airport,home_link,0.002548694610595703,0.0005466938018798828,0.0002989768981933594,0.001703023910522461,0.05853885744745513,0.22337399647872114,-0.47520552411412176,6,4,458,6
delgum,airport,home_link,0.0024220943450927734,0.0005440711975097656,0.00022602081298828125,0.0016520023345947266,0.03592524660768637,0.22337399647872114,-0.11925857994101968,2,2,458,6
delgum,airport,home_link,0.001847982406616211,0.00019621849060058594,0.000125885009765625,0.00152587890625,0.22337399647872114,0.22337399647872114,-0.6400406631453878,1,4,458,6
delgum,airport,home_link,0.00273895263671875,0.0004742145538330078,0.00028896331787109375,0.0019757747650146484,0.003609042830710618,0.22337399647872114,-0.586942376164044,4,5,458,6
delgum,airport,home_link,0.002462148666381836,0.0005021095275878906,0.00029277801513671875,0.0016672611236572266,0.008222647309668152,0.22337399647872114,-0.4248893139763348,4,4,458,6
delgum,airport,home_link,0.0025866031646728516,0.0005588531494140625,0.0002639293670654297,0.0017638206481933594,0.05853885744745513,0.22337399647872114,-0.30853885744745513,4,3,458,6
delgum,airport,home_link,0.0019321441650390625,0.00015997886657714844,9.322166442871094e-05,0.0016789436340332031,0.22337399647872114,0.22337399647872114,-0.30670732981205445,1,2,458,6
