method,dataset,target_attribute,total_time,init_time,model_time,update_time,leakage,baseline_leakage_empty_mask,utility,blocked,total_paths,paths_blocked,num_paths,mask_size,memory_overhead_bytes,num_instantiated_cells,epsil,epsilon,lambda,lam,rho,tau,leakage_method,num_channel_edges,num_rdrs,greedy_time,num_instantiated_cells,denom_I_minus_1,total_time_minus_init
delgum,tax,marital_status,0.0025472640991210938,0.0002701282501220703,0.0009930133819580078,0.0012841224670410156,0.9999999999999998,,-0.7499999999999998,0,26,0,26,0,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0009250640869140625,7,6,0.0022771358489990234
delgum,tax,marital_status,0.003719329833984375,0.00023603439331054688,0.002195119857788086,0.0012881755828857422,0.9930588077984347,,-0.7864607725154926,23,26,23,26,1,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0020928382873535156,7,6,0.003483295440673828
delgum,tax,marital_status,0.0041370391845703125,0.00020599365234375,0.0025920867919921875,0.001338958740234375,0.9840250534143401,,-0.8213521233940885,0,3,0,3,2,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0025157928466796875,7,6,0.0039310455322265625
delgum,tax,marital_status,0.003325939178466797,0.00034499168395996094,0.0013589859008789062,0.0016219615936279297,0.9999999999999998,,-0.7499999999999998,0,26,0,26,0,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.001262664794921875,7,6,0.002980947494506836
delgum,tax,marital_status,0.004106998443603516,0.0003452301025390625,0.0022678375244140625,0.0014939308166503906,0.0,,-0.08333333333333333,0,-1,0,-1,2,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0022149085998535156,7,6,0.003761768341064453
delgum,tax,marital_status,0.004194021224975586,0.0003211498260498047,0.002502918243408203,0.0013699531555175781,0.0,,-0.16666666666666666,0,-1,0,-1,4,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0024421215057373047,7,6,0.0038728713989257812
delgum,tax,marital_status,0.004262208938598633,0.00038909912109375,0.002463102340698242,0.0014100074768066406,0.0,,-0.125,0,-1,0,-1,3,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0024068355560302734,7,6,0.003873109817504883
delgum,tax,marital_status,0.002425670623779297,0.00027179718017578125,0.0009279251098632812,0.0012259483337402344,0.9999999999999998,,-0.7499999999999998,0,26,0,26,0,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0008637905120849609,7,6,0.0021538734436035156
delgum,tax,marital_status,0.004613161087036133,0.00028228759765625,0.00267791748046875,0.0016529560089111328,0.9999999999999998,,-0.8333333333333331,0,26,0,26,2,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.002599000930786133,7,6,0.004330873489379883
delgum,tax,marital_status,0.00683903694152832,0.001519918441772461,0.003185272216796875,0.0021338462829589844,0.9999999999999998,,-0.7499999999999998,0,26,0,26,0,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0028769969940185547,7,6,0.005319118499755859
delgum,tax,marital_status,0.010997533798217773,0.0009799003601074219,0.008031845092773438,0.001985788345336914,0.0,,-0.16666666666666666,0,-1,0,-1,4,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.007905006408691406,7,6,0.010017633438110352
delgum,tax,marital_status,0.011549949645996094,0.0014328956604003906,0.0071871280670166016,0.0029299259185791016,0.0,,-0.16666666666666666,0,-1,0,-1,4,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0069828033447265625,7,6,0.010117053985595703
delgum,tax,marital_status,0.012074708938598633,0.0010418891906738281,0.008092880249023438,0.002939939498901367,0.0,,-0.125,0,-1,0,-1,3,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.007935047149658203,7,6,0.011032819747924805
delgum,tax,marital_status,0.010390996932983398,0.0009748935699462891,0.006818056106567383,0.0025980472564697266,0.5615947237120504,,-0.5878627094507045,3,3,3,3,4,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.006685972213745117,7,6,0.00941610336303711
delgum,tax,marital_status,0.011425971984863281,0.0010209083557128906,0.007809162139892578,0.0025959014892578125,0.5615947237120504,,-0.5045293761173711,3,3,3,3,2,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.007673025131225586,7,6,0.01040506362915039
delgum,tax,marital_status,0.006788969039916992,0.0008609294891357422,0.003471851348876953,0.002456188201904297,0.9999999999999998,,-0.7916666666666664,0,26,0,26,1,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0033380985260009766,7,6,0.00592803955078125
delgum,tax,marital_status,0.00896000862121582,0.0006411075592041016,0.005842924118041992,0.0024759769439697266,0.0,,-0.16666666666666666,0,-1,0,-1,4,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.005730152130126953,7,6,0.008318901062011719
delgum,tax,marital_status,0.011258125305175781,0.0008127689361572266,0.008114337921142578,0.0023310184478759766,0.0,,-0.16666666666666666,0,-1,0,-1,4,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.007975101470947266,7,6,0.010445356369018555
delgum,tax,marital_status,0.008771896362304688,0.0011129379272460938,0.00423884391784668,0.003420114517211914,0.9840250534143401,,-0.7796854567274217,0,3,0,3,1,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.004064083099365234,7,6,0.007658958435058594
delgum,tax,marital_status,0.007330894470214844,0.0014290809631347656,0.0032989978790283203,0.002602815628051758,0.9999999999999998,,-0.7499999999999998,0,26,0,26,0,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.003122091293334961,7,6,0.005901813507080078
delgum,tax,marital_status,0.013877153396606445,0.0007770061492919922,0.010465145111083984,0.0026350021362304688,0.9840250534143401,,-0.9046854567274217,0,3,0,3,4,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.010359764099121094,7,6,0.013100147247314453
delgum,tax,marital_status,0.01018381118774414,0.0009567737579345703,0.007075071334838867,0.002151966094970703,0.0,,-0.16666666666666666,0,-1,0,-1,4,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.006968975067138672,7,6,0.00922703742980957
delgum,tax,marital_status,0.009777069091796875,0.0009448528289794922,0.006339073181152344,0.002493143081665039,0.0,,-0.125,0,-1,0,-1,3,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.006204843521118164,7,6,0.008832216262817383
delgum,tax,marital_status,0.01034855842590332,0.0012331008911132812,0.007029533386230469,0.0020859241485595703,0.9999999999999998,,-0.7916666666666664,0,26,0,26,1,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.006905078887939453,7,6,0.009115457534790039
delgum,tax,marital_status,0.01501011848449707,0.0010290145874023438,0.010764122009277344,0.003216981887817383,0.0,,-0.16666666666666666,0,-1,0,-1,4,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.010506153106689453,7,6,0.013981103897094727
delgum,tax,marital_status,0.014049053192138672,0.000997304916381836,0.010898828506469727,0.0021529197692871094,0.9930587385535101,,-0.9114607205817992,23,26,23,26,4,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.010725736618041992,7,6,0.013051748275756836
delgum,tax,marital_status,0.010424137115478516,0.0010671615600585938,0.006866931915283203,0.0024900436401367188,0.9840250534143401,,-0.8213521233940885,0,3,0,3,2,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.006725311279296875,7,6,0.009356975555419922
delgum,tax,marital_status,0.010652780532836914,0.0008707046508789062,0.007131814956665039,0.0026502609252929688,0.9999999999999998,,-0.8749999999999998,0,26,0,26,3,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.006906747817993164,7,6,0.009782075881958008
delgum,tax,marital_status,0.009886980056762695,0.0008358955383300781,0.006620168685913086,0.0024309158325195312,0.0,,-0.16666666666666666,0,-1,0,-1,4,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.006491184234619141,7,6,0.009051084518432617
delgum,tax,marital_status,0.012401819229125977,0.0008440017700195312,0.008636951446533203,0.002920866012573242,0.9930587385535101,,-0.9114607205817992,23,26,23,26,4,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.00836801528930664,7,6,0.011557817459106445
delgum,tax,marital_status,0.009538888931274414,0.001425027847290039,0.005808830261230469,0.0023050308227539062,0.0,,-0.16666666666666666,0,-1,0,-1,4,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0056917667388916016,7,6,0.008113861083984375
delgum,tax,marital_status,0.012978076934814453,0.0013780593872070312,0.008953094482421875,0.002646923065185547,0.0,,-0.16666666666666666,0,-1,0,-1,4,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.00879812240600586,7,6,0.011600017547607422
delgum,tax,marital_status,0.011260271072387695,0.0013980865478515625,0.0075531005859375,0.002309083938598633,0.0,,-0.16666666666666666,0,-1,0,-1,4,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.007431983947753906,7,6,0.009862184524536133
delgum,tax,marital_status,0.011406898498535156,0.0012350082397460938,0.007706880569458008,0.0024650096893310547,0.0,,-0.16666666666666666,0,-1,0,-1,4,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0074367523193359375,7,6,0.010171890258789062
delgum,tax,marital_status,0.0076215267181396484,0.0015308856964111328,0.0038988590240478516,0.002191781997680664,0.9999999999999998,,-0.7499999999999998,0,26,0,26,0,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0035431385040283203,7,6,0.006090641021728516
delgum,tax,marital_status,0.01380014419555664,0.0012722015380859375,0.010026931762695312,0.0025010108947753906,0.0,,-0.16666666666666666,0,-1,0,-1,4,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.009879112243652344,7,6,0.012527942657470703
delgum,tax,marital_status,0.014024019241333008,0.0012407302856445312,0.010268211364746094,0.002515077590942383,0.9999999999999998,,-0.8749999999999998,0,26,0,26,3,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.01007699966430664,7,6,0.012783288955688477
delgum,tax,marital_status,0.012897729873657227,0.0010578632354736328,0.008701086044311523,0.0031387805938720703,0.0,,-0.16666666666666666,0,-1,0,-1,4,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.008539676666259766,7,6,0.011839866638183594
delgum,tax,marital_status,0.011392831802368164,0.0008397102355957031,0.006541252136230469,0.004011869430541992,0.9840250534143401,,-0.8213521233940885,0,3,0,3,2,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.006426095962524414,7,6,0.010553121566772461
delgum,tax,marital_status,0.009535074234008789,0.0010082721710205078,0.006020784378051758,0.0025060176849365234,0.0,,-0.16666666666666666,0,-1,0,-1,4,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0058972835540771484,7,6,0.008526802062988281
delgum,tax,marital_status,0.010838031768798828,0.001010894775390625,0.006791114807128906,0.003036022186279297,0.5615947237120504,,-0.5878627094507045,3,3,3,3,4,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.006533145904541016,7,6,0.009827136993408203
delgum,tax,marital_status,0.009037256240844727,0.0011153221130371094,0.006012916564941406,0.001909017562866211,0.0,,-0.16666666666666666,0,-1,0,-1,4,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.00584721565246582,7,6,0.007921934127807617
delgum,tax,marital_status,0.01194906234741211,0.0010590553283691406,0.007521867752075195,0.0033681392669677734,0.0,,-0.125,0,-1,0,-1,3,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.00740814208984375,7,6,0.010890007019042969
delgum,tax,marital_status,0.010317802429199219,0.001024007797241211,0.006348848342895508,0.0029449462890625,0.0,,-0.08333333333333333,0,-1,0,-1,2,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.006212949752807617,7,6,0.009293794631958008
delgum,tax,marital_status,0.007253885269165039,0.0014300346374511719,0.002355813980102539,0.003468036651611328,0.9999999999999998,,-0.7499999999999998,0,26,0,26,0,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0022068023681640625,7,6,0.005823850631713867
delgum,tax,marital_status,0.012025833129882812,0.0013420581817626953,0.007429838180541992,0.003253936767578125,0.0,,-0.125,0,-1,0,-1,3,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.007313966751098633,7,6,0.010683774948120117
