dataset,gamma_frac,S,seed,ci_level,nVmin,nEmin,dc_id,dc_str,m,nV,nE_best,best_head_j,best_base,weight
flights,0.25,300000,7,0.9,200,74000,50,t0.OriginStateName String UNEQUAL t1.OriginStateName String AND t0.Origin String EQUAL t1.Origin String,2,300000,282736,1,0.9995279999941287,0.7495279999941287
flights,0.25,300000,7,0.9,200,74000,58,t0.OriginStateFips int UNEQUAL t1.OriginStateFips int AND t0.OriginAirportSeqID int GREATER_EQUAL t1.OriginAirportSeqID int AND t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int,3,300000,141554,1,0.9999623948071635,0.7499623948071635
flights,0.25,300000,7,0.9,200,74000,63,t0.OriginWac int UNEQUAL t1.OriginWac int AND t0.OriginCityName String EQUAL t1.OriginCityName String,2,300000,282736,1,0.9995826928283663,0.7495826928283663
flights,0.25,300000,7,0.9,200,74000,70,t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.OriginStateFips int UNEQUAL t1.OriginStateFips int,2,300000,282736,0,0.9995279999941287,0.7495279999941287
flights,0.25,300000,7,0.9,200,74000,82,t0.FlightDate String EQUAL t1.FlightDate String AND t0.DayOfWeek int UNEQUAL t1.DayOfWeek int,2,300000,257084,0,0.999660007795887,0.749660007795887
flights,0.25,300000,7,0.9,200,74000,88,t0.FlightNum int GREATER_EQUAL t1.FlightNum int AND t0.OriginWac int EQUAL t1.OriginWac int AND t0.OriginAirportID int LESS t1.OriginAirportID int,3,300000,74287,1,0.3602340947868061,0.11023409478680612
flights,0.25,300000,7,0.9,200,74000,90,t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.OriginCityName String UNEQUAL t1.OriginCityName String,2,300000,292986,0,0.9995445125762499,0.7495445125762499
flights,0.25,300000,7,0.9,200,74000,91,t0.OriginCityName String EQUAL t1.OriginCityName String AND t0.OriginAirportSeqID int UNEQUAL t1.OriginAirportSeqID int,2,300000,293791,0,0.8733860763632413,0.6233860763632413
flights,0.25,300000,7,0.9,200,74000,92,t0.OriginStateFips int UNEQUAL t1.OriginStateFips int AND t0.Origin String EQUAL t1.Origin String,2,300000,282736,1,0.9995279999941287,0.7495279999941287
flights,0.25,300000,7,0.9,200,74000,110,t0.AirlineID int EQUAL t1.AirlineID int AND t0.Carrier String UNEQUAL t1.Carrier String,2,300000,268720,0,0.9999025842283421,0.7499025842283421
flights,0.25,300000,7,0.9,200,74000,111,t0.AirlineID int UNEQUAL t1.AirlineID int AND t0.Carrier String EQUAL t1.Carrier String,2,300000,268720,1,0.9999025842283421,0.7499025842283421
flights,0.25,300000,7,0.9,200,74000,115,t0.OriginState String UNEQUAL t1.OriginState String AND t0.OriginWac int EQUAL t1.OriginWac int,2,300000,282736,1,0.999831682602742,0.749831682602742
flights,0.25,300000,7,0.9,200,74000,116,t0.OriginWac int UNEQUAL t1.OriginWac int AND t0.OriginState String EQUAL t1.OriginState String,2,300000,282736,1,0.999831682602742,0.749831682602742
flights,0.25,300000,7,0.9,200,74000,128,t0.OriginState String EQUAL t1.OriginState String AND t0.OriginAirportID int LESS t1.OriginAirportID int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int,3,300000,75666,0,0.3136177008663732,0.0636177008663732
flights,0.25,300000,7,0.9,200,74000,133,t0.OriginState String EQUAL t1.OriginState String AND t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginAirportID int LESS t1.OriginAirportID int,3,300000,76130,0,0.324830444158275,0.074830444158275
flights,0.25,300000,7,0.9,200,74000,174,t0.OriginAirportSeqID int GREATER_EQUAL t1.OriginAirportSeqID int AND t0.OriginAirportID int LESS t1.OriginAirportID int,2,300000,147075,0,0.9999638064301474,0.7499638064301474
flights,0.25,300000,7,0.9,200,74000,178,t0.OriginAirportSeqID int GREATER_EQUAL t1.OriginAirportSeqID int AND t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.OriginCityMarketID int UNEQUAL t1.OriginCityMarketID int,3,300000,145445,1,0.9999634867914544,0.7499634867914544
flights,0.25,300000,7,0.9,200,74000,180,t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.FlightNum int GREATER_EQUAL t1.FlightNum int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int,3,300000,74287,2,0.3602340947868061,0.11023409478680612
flights,0.25,300000,7,0.9,200,74000,181,t0.OriginStateName String UNEQUAL t1.OriginStateName String AND t0.OriginWac int EQUAL t1.OriginWac int,2,300000,282736,1,0.999831682602742,0.749831682602742
flights,0.25,300000,7,0.9,200,74000,182,t0.OriginWac int UNEQUAL t1.OriginWac int AND t0.OriginStateName String EQUAL t1.OriginStateName String,2,300000,282736,1,0.999831682602742,0.749831682602742
flights,0.25,300000,7,0.9,200,74000,184,t0.DayOfWeek int LESS_EQUAL t1.DayOfWeek int AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int,3,300000,83349,2,0.41989960689022676,0.16989960689022676
flights,0.25,300000,7,0.9,200,74000,186,t0.OriginAirportID int EQUAL t1.OriginAirportID int AND t0.OriginAirportSeqID int UNEQUAL t1.OriginAirportSeqID int,2,300000,293791,0,0.9995457606199322,0.7495457606199322
flights,0.25,300000,7,0.9,200,74000,187,t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.OriginAirportID int UNEQUAL t1.OriginAirportID int,2,300000,293791,0,0.9995457606199322,0.7495457606199322
flights,0.25,300000,7,0.9,200,74000,189,t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int,3,300000,75666,1,0.3136177008663732,0.0636177008663732
flights,0.25,300000,7,0.9,200,74000,192,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int,3,300000,76130,2,0.324830444158275,0.074830444158275
flights,0.25,300000,7,0.9,200,74000,198,t0.OriginStateFips int UNEQUAL t1.OriginStateFips int AND t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int,2,300000,282736,1,0.907520247539331,0.657520247539331
flights,0.25,300000,7,0.9,200,74000,201,t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.DayOfWeek int GREATER_EQUAL t1.DayOfWeek int,3,300000,83021,1,0.4264276083277396,0.17642760832773963
flights,0.25,300000,7,0.9,200,74000,210,t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginWac int EQUAL t1.OriginWac int AND t0.DayOfWeek int GREATER_EQUAL t1.DayOfWeek int,3,300000,83021,1,0.4264276083277396,0.17642760832773963
flights,0.25,300000,7,0.9,200,74000,212,t0.DayOfWeek int LESS_EQUAL t1.DayOfWeek int AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginWac int EQUAL t1.OriginWac int,3,300000,83349,2,0.41989960689022676,0.16989960689022676
flights,0.25,300000,7,0.9,200,74000,216,t0.OriginStateName String UNEQUAL t1.OriginStateName String AND t0.OriginStateFips int EQUAL t1.OriginStateFips int,2,300000,282736,1,0.999831682602742,0.749831682602742
flights,0.25,300000,7,0.9,200,74000,217,t0.OriginStateFips int UNEQUAL t1.OriginStateFips int AND t0.OriginStateName String EQUAL t1.OriginStateName String,2,300000,282736,1,0.999831682602742,0.749831682602742
flights,0.25,300000,7,0.9,200,74000,238,t0.OriginCityName String UNEQUAL t1.OriginCityName String AND t0.Origin String EQUAL t1.Origin String,2,300000,292986,1,0.9995445125762499,0.7495445125762499
flights,0.25,300000,7,0.9,200,74000,239,t0.Origin String UNEQUAL t1.Origin String AND t0.OriginCityName String EQUAL t1.OriginCityName String,2,300000,293791,1,0.8733860763632413,0.6233860763632413
flights,0.25,300000,7,0.9,200,74000,240,t0.OriginAirportSeqID int GREATER_EQUAL t1.OriginAirportSeqID int AND t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.OriginStateName String UNEQUAL t1.OriginStateName String,3,300000,141554,0,0.9999623948071635,0.7499623948071635
flights,0.25,300000,7,0.9,200,74000,243,t0.OriginState String UNEQUAL t1.OriginState String AND t0.OriginAirportID int EQUAL t1.OriginAirportID int,2,300000,282736,1,0.9995279999941287,0.7495279999941287
flights,0.25,300000,7,0.9,200,74000,249,t0.OriginWac int UNEQUAL t1.OriginWac int AND t0.Origin String EQUAL t1.Origin String,2,300000,282736,1,0.9995279999941287,0.7495279999941287
flights,0.25,300000,7,0.9,200,74000,250,t0.Origin String UNEQUAL t1.Origin String AND t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int,2,300000,293791,1,0.6838551352080635,0.4338551352080635
flights,0.25,300000,7,0.9,200,74000,251,t0.Origin String EQUAL t1.Origin String AND t0.OriginCityMarketID int UNEQUAL t1.OriginCityMarketID int,2,300000,291197,0,0.9995417142664088,0.7495417142664088
flights,0.25,300000,7,0.9,200,74000,264,t0.OriginState String EQUAL t1.OriginState String AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int,3,300000,74946,0,0.4306930485434083,0.18069304854340829
flights,0.25,300000,7,0.9,200,74000,268,t0.OriginState String EQUAL t1.OriginState String AND t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int,3,300000,75331,0,0.4153340157168754,0.1653340157168754
flights,0.25,300000,7,0.9,200,74000,288,t0.DayOfWeek int LESS_EQUAL t1.DayOfWeek int AND t0.OriginState String EQUAL t1.OriginState String AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int,3,300000,83349,1,0.41989960689022676,0.16989960689022676
flights,0.25,300000,7,0.9,200,74000,294,t0.OriginState String EQUAL t1.OriginState String AND t0.FlightNum int GREATER_EQUAL t1.FlightNum int AND t0.OriginAirportID int LESS t1.OriginAirportID int,3,300000,74287,0,0.3602340947868061,0.11023409478680612
flights,0.25,300000,7,0.9,200,74000,296,t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.DayOfWeek int GREATER_EQUAL t1.DayOfWeek int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,300000,83021,2,0.4264276083277396,0.17642760832773963
flights,0.25,300000,7,0.9,200,74000,297,t0.OriginState String EQUAL t1.OriginState String AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.DayOfWeek int GREATER_EQUAL t1.DayOfWeek int,3,300000,83021,0,0.4264276083277396,0.17642760832773963
flights,0.25,300000,7,0.9,200,74000,299,t0.OriginWac int UNEQUAL t1.OriginWac int AND t0.OriginAirportSeqID int GREATER_EQUAL t1.OriginAirportSeqID int AND t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int,3,300000,141554,1,0.9999623948071635,0.7499623948071635
flights,0.25,300000,7,0.9,200,74000,300,t0.DayOfWeek int LESS_EQUAL t1.DayOfWeek int AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,300000,83349,2,0.41989960689022676,0.16989960689022676
flights,0.25,300000,7,0.9,200,74000,319,t0.OriginStateName String UNEQUAL t1.OriginStateName String AND t0.OriginAirportID int EQUAL t1.OriginAirportID int,2,300000,282736,1,0.9995279999941287,0.7495279999941287
flights,0.25,300000,7,0.9,200,74000,326,t0.OriginWac int UNEQUAL t1.OriginWac int AND t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int,2,300000,282736,1,0.9995279999941287,0.7495279999941287
flights,0.25,300000,7,0.9,200,74000,328,t0.OriginState String EQUAL t1.OriginState String AND t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int,3,300000,76130,0,0.324830444158275,0.074830444158275
flights,0.25,300000,7,0.9,200,74000,332,t0.OriginAirportID int EQUAL t1.OriginAirportID int AND t0.OriginCityMarketID int UNEQUAL t1.OriginCityMarketID int,2,300000,291197,0,0.9995417142664088,0.7495417142664088
flights,0.25,300000,7,0.9,200,74000,333,t0.OriginAirportID int UNEQUAL t1.OriginAirportID int AND t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int,2,300000,293791,1,0.6838551352080635,0.4338551352080635
flights,0.25,300000,7,0.9,200,74000,337,t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,300000,74946,2,0.4306930485434083,0.18069304854340829
flights,0.25,300000,7,0.9,200,74000,340,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,300000,75331,2,0.4153340157168754,0.1653340157168754
flights,0.25,300000,7,0.9,200,74000,342,t0.OriginCityName String EQUAL t1.OriginCityName String AND t0.OriginState String UNEQUAL t1.OriginState String,2,300000,282736,0,0.9995826928283663,0.7495826928283663
flights,0.25,300000,7,0.9,200,74000,343,t0.OriginState String EQUAL t1.OriginState String AND t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int,3,300000,75666,0,0.3136177008663732,0.0636177008663732
flights,0.25,300000,7,0.9,200,74000,355,t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.FlightNum int GREATER_EQUAL t1.FlightNum int AND t0.OriginWac int EQUAL t1.OriginWac int,3,300000,74287,2,0.3602340947868061,0.11023409478680612
flights,0.25,300000,7,0.9,200,74000,362,t0.UniqueCarrier String UNEQUAL t1.UniqueCarrier String AND t0.AirlineID int EQUAL t1.AirlineID int,2,300000,268720,1,0.9999025842283421,0.7499025842283421
flights,0.25,300000,7,0.9,200,74000,363,t0.AirlineID int UNEQUAL t1.AirlineID int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,2,300000,268720,1,0.9999025842283421,0.7499025842283421
flights,0.25,300000,7,0.9,200,74000,365,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginWac int EQUAL t1.OriginWac int AND t0.OriginAirportID int LESS t1.OriginAirportID int,3,300000,76130,1,0.324830444158275,0.074830444158275
flights,0.25,300000,7,0.9,200,74000,366,t0.OriginWac int UNEQUAL t1.OriginWac int AND t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int,2,300000,282736,1,0.907520247539331,0.657520247539331
flights,0.25,300000,7,0.9,200,74000,367,t0.OriginWac int EQUAL t1.OriginWac int AND t0.OriginAirportID int LESS t1.OriginAirportID int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int,3,300000,75666,0,0.3136177008663732,0.0636177008663732
flights,0.25,300000,7,0.9,200,74000,368,t0.OriginStateFips int UNEQUAL t1.OriginStateFips int AND t0.OriginCityName String EQUAL t1.OriginCityName String,2,300000,282736,1,0.9995826928283663,0.7495826928283663
flights,0.25,300000,7,0.9,200,74000,380,t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.Origin String UNEQUAL t1.Origin String,2,300000,293791,0,0.9995457606199322,0.7495457606199322
flights,0.25,300000,7,0.9,200,74000,381,t0.OriginAirportSeqID int UNEQUAL t1.OriginAirportSeqID int AND t0.Origin String EQUAL t1.Origin String,2,300000,293791,1,0.9995457606199322,0.7495457606199322
flights,0.25,300000,7,0.9,200,74000,383,t0.Origin String UNEQUAL t1.Origin String AND t0.OriginAirportID int EQUAL t1.OriginAirportID int,2,300000,293791,1,0.9995457606199322,0.7495457606199322
flights,0.25,300000,7,0.9,200,74000,384,t0.OriginAirportID int UNEQUAL t1.OriginAirportID int AND t0.Origin String EQUAL t1.Origin String,2,300000,293791,1,0.9995457606199322,0.7495457606199322
flights,0.25,300000,7,0.9,200,74000,389,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int,3,300000,75331,2,0.4153340157168754,0.1653340157168754
flights,0.25,300000,7,0.9,200,74000,395,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,300000,76130,2,0.324830444158275,0.074830444158275
flights,0.25,300000,7,0.9,200,74000,397,t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int,3,300000,74946,1,0.4306930485434083,0.18069304854340829
flights,0.25,300000,7,0.9,200,74000,402,t0.DayofMonth int EQUAL t1.DayofMonth int AND t0.DayOfWeek int UNEQUAL t1.DayOfWeek int,2,300000,257084,0,0.9694445620249016,0.7194445620249016
flights,0.25,300000,7,0.9,200,74000,405,t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,300000,75666,2,0.3136177008663732,0.0636177008663732
flights,0.25,300000,7,0.9,200,74000,417,t0.Origin String UNEQUAL t1.Origin String AND t0.OriginAirportSeqID int GREATER_EQUAL t1.OriginAirportSeqID int AND t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int,3,300000,147075,1,0.9999638064301474,0.7499638064301474
flights,0.25,300000,7,0.9,200,74000,420,t0.OriginStateName String UNEQUAL t1.OriginStateName String AND t0.OriginCityName String EQUAL t1.OriginCityName String,2,300000,282736,1,0.9995826928283663,0.7495826928283663
flights,0.25,300000,7,0.9,200,74000,426,t0.FlightNum int GREATER_EQUAL t1.FlightNum int AND t0.Month int LESS t1.Month int,2,300000,149497,1,0.7931199760624918,0.5431199760624918
flights,0.25,300000,7,0.9,200,74000,427,t0.OriginStateFips int UNEQUAL t1.OriginStateFips int AND t0.OriginAirportID int EQUAL t1.OriginAirportID int,2,300000,282736,1,0.9995279999941287,0.7495279999941287
flights,0.25,300000,7,0.9,200,74000,429,t0.OriginCityName String UNEQUAL t1.OriginCityName String AND t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int,2,300000,292986,1,0.7799145159906283,0.5299145159906283
flights,0.25,300000,7,0.9,200,74000,430,t0.OriginCityName String EQUAL t1.OriginCityName String AND t0.OriginCityMarketID int UNEQUAL t1.OriginCityMarketID int,2,300000,291197,0,0.999594817964182,0.749594817964182
flights,0.25,300000,7,0.9,200,74000,444,t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.OriginAirportID int GREATER_EQUAL t1.OriginAirportID int,2,300000,147075,1,0.9999638064301474,0.7499638064301474
flights,0.25,300000,7,0.9,200,74000,452,t0.OriginState String EQUAL t1.OriginState String AND t0.OriginStateName String UNEQUAL t1.OriginStateName String,2,300000,282736,0,0.999831682602742,0.749831682602742
flights,0.25,300000,7,0.9,200,74000,453,t0.OriginState String UNEQUAL t1.OriginState String AND t0.OriginStateName String EQUAL t1.OriginStateName String,2,300000,282736,1,0.999831682602742,0.749831682602742
flights,0.25,300000,7,0.9,200,74000,459,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.OriginWac int EQUAL t1.OriginWac int,3,300000,76130,2,0.324830444158275,0.074830444158275
flights,0.25,300000,7,0.9,200,74000,460,t0.OriginCityName String UNEQUAL t1.OriginCityName String AND t0.OriginAirportID int EQUAL t1.OriginAirportID int,2,300000,292986,1,0.9995445125762499,0.7495445125762499
flights,0.25,300000,7,0.9,200,74000,461,t0.OriginAirportID int UNEQUAL t1.OriginAirportID int AND t0.OriginCityName String EQUAL t1.OriginCityName String,2,300000,293791,1,0.8733860763632413,0.6233860763632413
flights,0.25,300000,7,0.9,200,74000,462,t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.OriginCityMarketID int UNEQUAL t1.OriginCityMarketID int,2,300000,291197,0,0.9995417142664088,0.7495417142664088
flights,0.25,300000,7,0.9,200,74000,463,t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int AND t0.OriginAirportSeqID int UNEQUAL t1.OriginAirportSeqID int,2,300000,293791,0,0.6838551352080635,0.4338551352080635
flights,0.25,300000,7,0.9,200,74000,464,t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.OriginWac int EQUAL t1.OriginWac int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int,3,300000,75666,1,0.3136177008663732,0.0636177008663732
flights,0.25,300000,7,0.9,200,74000,475,t0.FlightDate String UNEQUAL t1.FlightDate String AND t0.DayofMonth int EQUAL t1.DayofMonth int,2,300000,290558,1,0.9729645632715007,0.7229645632715007
flights,0.25,300000,7,0.9,200,74000,476,t0.DayofMonth int UNEQUAL t1.DayofMonth int AND t0.FlightDate String EQUAL t1.FlightDate String,2,300000,290335,1,0.9996989454900344,0.7496989454900344
flights,0.25,300000,7,0.9,200,74000,477,t0.OriginState String UNEQUAL t1.OriginState String AND t0.OriginStateFips int EQUAL t1.OriginStateFips int,2,300000,282736,1,0.999831682602742,0.749831682602742
flights,0.25,300000,7,0.9,200,74000,478,t0.OriginState String EQUAL t1.OriginState String AND t0.OriginStateFips int UNEQUAL t1.OriginStateFips int,2,300000,282736,0,0.999831682602742,0.749831682602742
flights,0.25,300000,7,0.9,200,74000,493,t0.OriginAirportSeqID int GREATER_EQUAL t1.OriginAirportSeqID int AND t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.OriginState String UNEQUAL t1.OriginState String,3,300000,141554,0,0.9999623948071635,0.7499623948071635
flights,0.25,300000,7,0.9,200,74000,503,t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.OriginStateName String UNEQUAL t1.OriginStateName String,2,300000,282736,0,0.9995279999941287,0.7495279999941287
flights,0.25,300000,7,0.9,200,74000,508,t0.OriginWac int UNEQUAL t1.OriginWac int AND t0.OriginAirportID int EQUAL t1.OriginAirportID int,2,300000,282736,1,0.9995279999941287,0.7495279999941287
flights,0.25,300000,7,0.9,200,74000,517,t0.FlightNum int GREATER_EQUAL t1.FlightNum int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.OriginAirportID int LESS t1.OriginAirportID int,3,300000,74287,1,0.3602340947868061,0.11023409478680612
flights,0.25,300000,7,0.9,200,74000,531,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.OriginAirportID int LESS t1.OriginAirportID int,3,300000,76130,1,0.324830444158275,0.074830444158275
flights,0.25,300000,7,0.9,200,74000,535,t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.OriginAirportID int LESS t1.OriginAirportID int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int,3,300000,75666,0,0.3136177008663732,0.0636177008663732
flights,0.25,300000,7,0.9,200,74000,536,t0.OriginState String UNEQUAL t1.OriginState String AND t0.Origin String EQUAL t1.Origin String,2,300000,282736,1,0.9995279999941287,0.7495279999941287
flights,0.25,300000,7,0.9,200,74000,537,t0.FlightNum int GREATER_EQUAL t1.FlightNum int AND t0.OriginAirportID int LESS t1.OriginAirportID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,300000,74287,2,0.3602340947868061,0.11023409478680612
flights,0.25,300000,7,0.9,200,74000,542,t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginWac int EQUAL t1.OriginWac int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int,3,300000,74946,1,0.4306930485434083,0.18069304854340829
flights,0.25,300000,7,0.9,200,74000,548,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginWac int EQUAL t1.OriginWac int,3,300000,75331,2,0.4153340157168754,0.1653340157168754
