alpha,leakage,utility,mask_size
224,1.0,-229.0,10
224,1.0,-228.5,9
224,1.0,-229.0,10
224,1.0,-227.5,7
224,1.0,-229.0,10
224,1.0,-229.0,10
224,1.0,-229.0,10
224,1.0,-229.0,10
224,1.0,-229.0,10
224,1.0,-229.0,10
224,1.0,-229.0,10
224,1.0,-229.0,10
224,1.0,-229.0,10
224,1.0,-229.0,10
224,1.0,-229.0,10
224,1.0,-227.5,7
224,0.0,-3.5,7
224,0.0,-3.0,6
224,1.0,-225.5,3
224,0.0,-3.5,7
224,0.0,-3.5,7
224,0.0,-3.5,7
224,1.0,-225.5,3
224,9.999778782798785e-13,-3.000000000223995,6
224,1.0,-224.0,0
224,1.0,-225.0,2
224,0.0,-3.0,6
224,0.0,-3.5,7
224,1.0,-225.0,2
224,0.0,-5.0,10
224,0.0,-5.0,10
224,0.0,-4.5,9
224,0.0,-3.5,7
224,0.0,-4.0,8
224,0.0,-5.0,10
224,0.0,-2.5,5
alpha,leakage,utility,mask_size
225,1.0,-230.0,10
225,1.0,-229.5,9
225,0.0,-5.0,10
225,1.0,-230.0,10
225,1.0,-227.5,5
225,1.0,-230.0,10
225,1.0,-230.0,10
225,1.0,-230.0,10
225,0.0,-5.0,10
225,1.0,-230.0,10
225,1.0,-230.0,10
225,1.0,-229.0,8
225,1.0,-230.0,10
225,1.0,-226.5,3
225,1.0,-230.0,10
225,1.0,-230.0,10
225,1.0,-230.0,10
225,1.0,-229.5,9
225,1.0,-229.5,9
225,1.0,-230.0,10
225,1.0,-225.0,0
225,1.0,-229.0,8
225,1.0,-230.0,10
225,1.0,-230.0,10
225,1.0,-230.0,10
225,1.0,-230.0,10
225,1.0,-230.0,10
225,1.0,-230.0,10
225,1.0,-230.0,10
225,1.0,-230.0,10
225,9.999778782798785e-13,-3.000000000224995,6
225,0.0,-2.5,5
225,0.0,-3.5,7
225,1.0,-225.0,0
225,1.0,-226.0,2
225,1.999955756559757e-12,-2.5000000004499903,5
225,0.0,-2.5,5
225,0.0,-3.5,7
225,0.0,-3.0,6
225,1.0,-225.5,1
225,1.0,-228.0,6
225,0.0,-4.5,9
225,0.0,-5.0,10
225,0.0,-3.5,7
225,0.0,-5.0,10
225,0.0,-5.0,10
225,0.0,-2.0,4
225,1.0,-227.0,4
225,1.0,-228.5,7
225,0.0,-5.0,10
alpha,leakage,utility,mask_size
226,1.0,-230.5,9
226,1.0,-231.0,10
226,1.0,-231.0,10
226,0.0,-5.0,10
226,0.0,-5.0,10
226,0.0,-5.0,10
226,1.0,-227.0,2
226,1.0,-231.0,10
226,1.0,-230.0,8
226,0.0,-5.0,10
226,1.0,-228.5,5
226,1.0,-231.0,10
226,1.0,-231.0,10
226,1.0,-231.0,10
226,1.0,-230.5,9
226,1.0,-231.0,10
226,1.0,-230.5,9
226,1.0,-231.0,10
226,1.0,-231.0,10
226,1.0,-231.0,10
226,1.0,-231.0,10
226,1.0,-231.0,10
226,1.0,-231.0,10
226,1.0,-231.0,10
226,1.0,-231.0,10
226,1.0,-231.0,10
226,1.0,-231.0,10
226,1.0,-231.0,10
226,1.0,-231.0,10
226,1.0,-231.0,10
226,1.0,-228.0,4
226,0.0,-3.0,6
226,1.0,-226.0,0
226,0.0,-3.0,6
226,1.0,-226.0,0
226,0.0,-3.5,7
226,0.0,-3.5,7
226,1.0,-227.0,2
226,9.999778782798785e-13,-3.0000000002259952,6
226,1.0,-227.0,2
226,1.0,-228.5,5
226,0.0,-4.5,9
226,0.0,-4.5,9
226,1.0,-228.5,5
226,0.0,-4.5,9
226,1.0,-226.5,1
226,0.0,-4.5,9
226,1.0,-230.5,9
226,0.0,-5.0,10
226,0.0,-5.0,10
alpha,leakage,utility,mask_size
227,1.0,-232.0,10
227,0.0,-4.5,9
227,1.0,-232.0,10
227,1.0,-232.0,10
227,1.0,-232.0,10
227,1.0,-232.0,10
227,0.0,-5.0,10
227,1.0,-232.0,10
227,1.0,-232.0,10
227,0.0,-5.0,10
227,1.0,-231.0,8
227,1.0,-232.0,10
227,1.0,-232.0,10
227,1.0,-231.0,8
227,1.0,-232.0,10
227,1.0,-230.5,7
227,1.0,-232.0,10
227,1.0,-229.5,5
227,1.0,-231.0,8
227,1.0,-228.0,2
227,1.0,-232.0,10
227,1.0,-232.0,10
227,1.0,-232.0,10
227,1.0,-229.5,5
227,1.0,-232.0,10
227,1.0,-232.0,10
227,1.0,-232.0,10
227,1.0,-232.0,10
227,1.0,-228.5,3
227,1.0,-230.0,6
227,1.0,-228.5,3
227,1.0,-228.0,2
227,9.999778782798785e-13,-2.500000000226995,5
227,0.0,-3.0,6
227,0.0,-3.5,7
227,0.0,-3.0,6
227,0.0,-3.5,7
227,0.0,-2.5,5
227,9.999778782798785e-13,-2.000000000226995,4
227,0.0,-3.5,7
227,1.0,-231.0,8
227,0.0,-5.0,10
227,0.0,-4.5,9
227,0.0,-4.0,8
227,1.0,-229.5,5
227,0.0,-3.0,6
227,1.0,-231.5,9
227,0.0,-5.0,10
227,1.0,-229.0,4
227,1.0,-230.0,6
alpha,leakage,utility,mask_size
228,0.0,-5.0,10
228,0.0,-5.0,10
228,1.0,-233.0,10
228,1.0,-230.0,4
228,1.0,-230.5,5
228,1.0,-233.0,10
228,0.0,-5.0,10
228,0.0,-5.0,10
228,0.0,-5.0,10
228,1.0,-233.0,10
228,1.0,-232.0,8
228,1.0,-232.0,8
228,1.0,-233.0,10
228,1.0,-231.5,7
228,1.0,-230.5,5
228,1.0,-229.5,3
228,1.0,-229.0,2
228,1.0,-232.5,9
228,1.0,-232.5,9
228,1.0,-233.0,10
228,1.0,-233.0,10
228,1.0,-231.0,6
228,1.0,-233.0,10
228,1.0,-233.0,10
228,1.0,-233.0,10
228,1.0,-233.0,10
228,1.0,-233.0,10
228,1.0,-228.5,1
228,1.0,-233.0,10
228,1.0,-233.0,10
228,0.0,-3.0,6
228,0.0,-3.0,6
228,1.0,-228.0,0
228,0.0,-3.5,7
228,0.0,-3.5,7
228,0.0,-2.0,4
228,0.0,-3.0,6
228,0.0,-3.5,7
228,9.999778782798785e-13,-2.500000000227995,5
228,0.0,-3.5,7
228,0.0,-5.0,10
228,1.0,-230.0,4
228,0.0,-4.5,9
228,0.0,-5.0,10
228,0.0,-3.5,7
228,1.0,-228.0,0
228,0.0,-4.0,8
228,0.0,-2.5,5
228,0.0,-5.0,10
228,0.0,-4.0,8
alpha,leakage,utility,mask_size
229,1.0,-234.0,10
229,1.0,-231.0,4
229,1.0,-234.0,10
229,0.0,-5.0,10
229,1.0,-234.0,10
229,1.0,-233.5,9
229,0.0,-5.0,10
229,1.0,-234.0,10
229,1.0,-232.5,7
229,1.0,-234.0,10
229,1.0,-233.5,9
229,1.0,-230.5,3
229,1.0,-234.0,10
229,1.0,-232.5,7
229,1.0,-234.0,10
229,1.0,-232.5,7
229,1.0,-232.0,6
229,1.0,-234.0,10
229,1.0,-234.0,10
229,1.0,-231.0,4
229,1.0,-234.0,10
229,1.0,-234.0,10
229,1.0,-234.0,10
229,1.0,-234.0,10
229,1.0,-234.0,10
229,1.0,-234.0,10
229,1.0,-234.0,10
229,1.0,-234.0,10
229,1.0,-231.5,5
229,1.0,-233.0,8
229,0.0,-3.5,7
229,0.0,-3.0,6
229,0.0,-3.5,7
229,0.0,-3.5,7
229,1.0,-229.0,0
229,0.0,-3.5,7
229,0.0,-3.5,7
229,0.0,-3.5,7
229,9.999778782798785e-13,-2.500000000228995,5
229,0.0,-3.0,6
229,1.0,-229.0,0
229,0.0,-3.0,6
229,1.0,-233.0,8
229,1.0,-231.0,4
229,0.0,-4.0,8
229,0.0,-4.5,9
229,0.0,-3.5,7
229,1.0,-232.5,7
229,0.0,-4.5,9
229,0.0,-5.0,10
alpha,leakage,utility,mask_size
230,0.0,-5.0,10
230,1.0,-235.0,10
230,1.0,-235.0,10
230,1.0,-235.0,10
230,0.0,-5.0,10
230,1.0,-235.0,10
230,0.0,-5.0,10
230,1.0,-235.0,10
230,1.0,-235.0,10
230,0.0,-4.5,9
230,1.0,-234.5,9
230,1.0,-234.5,9
230,1.0,-235.0,10
230,1.0,-232.0,4
230,1.0,-234.5,9
230,1.0,-235.0,10
230,1.0,-235.0,10
230,1.0,-235.0,10
230,1.0,-231.5,3
230,1.0,-235.0,10
230,1.0,-235.0,10
230,1.0,-235.0,10
230,1.0,-235.0,10
230,1.0,-235.0,10
230,1.0,-235.0,10
230,1.0,-235.0,10
230,1.0,-234.0,8
230,1.0,-230.5,1
230,1.0,-230.5,1
230,1.0,-235.0,10
230,9.999778782798785e-13,-2.5000000002299947,5
230,0.0,-2.5,5
230,1.0,-232.0,4
230,1.0,-231.5,3
230,0.0,-3.5,7
230,1.0,-231.5,3
230,1.0,-231.5,3
230,9.999778782798785e-13,-3.0000000002299947,6
230,1.0,-230.5,1
230,0.0,-3.5,7
230,0.0,-5.0,10
230,0.0,-4.0,8
230,0.0,-3.5,7
230,1.0,-234.0,8
230,0.0,-4.5,9
230,1.0,-233.0,6
230,0.0,-2.5,5
230,1.0,-233.0,6
230,0.0,-5.0,10
230,0.0,-5.0,10
alpha,leakage,utility,mask_size
231,1.0,-236.0,10
231,0.0,-5.0,10
231,1.0,-236.0,10
231,0.0,-5.0,10
231,1.0,-232.5,3
231,0.0,-5.0,10
231,1.0,-236.0,10
231,1.0,-236.0,10
231,1.0,-236.0,10
231,1.0,-236.0,10
231,1.0,-236.0,10
231,1.0,-236.0,10
231,1.0,-236.0,10
231,1.0,-235.5,9
231,1.0,-236.0,10
231,1.0,-235.5,9
231,1.0,-236.0,10
231,1.0,-236.0,10
231,1.0,-233.5,5
231,1.0,-236.0,10
231,1.0,-236.0,10
231,1.0,-236.0,10
231,1.0,-236.0,10
231,1.0,-236.0,10
231,1.0,-236.0,10
231,1.0,-236.0,10
231,1.0,-236.0,10
231,1.0,-234.0,6
231,1.0,-236.0,10
231,1.0,-235.0,8
231,0.0,-2.5,5
231,0.0,-3.5,7
231,9.999778782798785e-13,-2.500000000230995,5
231,9.999778782798785e-13,-2.000000000230995,4
231,1.0,-232.5,3
231,9.999778782798785e-13,-3.000000000230995,6
231,1.0,-232.5,3
231,1.0,-233.0,4
231,0.0,-3.5,7
231,9.999778782798785e-13,-3.000000000230995,6
231,0.0,-5.0,10
231,0.0,-4.5,9
231,0.0,-5.0,10
231,1.0,-233.5,5
231,0.0,-5.0,10
231,1.0,-231.0,0
231,0.0,-5.0,10
231,0.0,-5.0,10
231,0.0,-3.0,6
231,0.0,-4.5,9
alpha,leakage,utility,mask_size
232,0.0,-5.0,10
232,1.0,-237.0,10
232,1.0,-237.0,10
232,1.0,-237.0,10
232,0.0,-5.0,10
232,1.0,-237.0,10
232,1.0,-237.0,10
232,1.0,-234.5,5
232,1.0,-237.0,10
232,1.0,-237.0,10
232,1.0,-233.0,2
232,1.0,-237.0,10
232,1.0,-235.0,6
232,1.0,-236.0,8
232,1.0,-237.0,10
232,1.0,-237.0,10
232,1.0,-237.0,10
232,1.0,-234.5,5
232,1.0,-237.0,10
232,1.0,-237.0,10
232,1.0,-237.0,10
232,1.0,-237.0,10
232,1.0,-237.0,10
232,1.0,-237.0,10
232,1.0,-237.0,10
232,1.0,-237.0,10
232,1.0,-237.0,10
232,1.0,-237.0,10
232,1.0,-237.0,10
232,1.0,-237.0,10
232,1.0,-232.0,0
232,1.0,-234.0,4
232,0.0,-3.5,7
232,0.0,-3.0,6
232,0.0,-3.0,6
232,1.0,-234.0,4
232,9.999778782798785e-13,-2.500000000231995,5
232,0.0,-3.5,7
232,9.999778782798785e-13,-2.000000000231995,4
232,9.999778782798785e-13,-2.000000000231995,4
232,0.0,-5.0,10
232,0.0,-3.5,7
232,1.0,-232.0,0
232,0.0,-4.5,9
232,1.0,-233.0,2
232,0.0,-5.0,10
232,0.0,-4.5,9
232,1.0,-236.0,8
232,0.0,-5.0,10
232,0.0,-4.5,9
alpha,leakage,utility,mask_size
233,1.0,-238.0,10
233,1.0,-235.0,4
233,1.0,-238.0,10
233,0.0,-5.0,10
233,0.0,-5.0,10
233,1.0,-238.0,10
233,1.0,-238.0,10
233,1.0,-238.0,10
233,1.0,-238.0,10
233,1.0,-238.0,10
233,1.0,-237.5,9
233,1.0,-235.0,4
233,1.0,-238.0,10
233,1.0,-235.0,4
233,1.0,-238.0,10
233,1.0,-238.0,10
233,1.0,-238.0,10
233,1.0,-238.0,10
233,1.0,-238.0,10
233,1.0,-237.5,9
233,1.0,-234.5,3
233,1.0,-237.0,8
233,1.0,-237.0,8
233,1.0,-238.0,10
233,1.0,-238.0,10
233,1.0,-238.0,10
233,1.0,-238.0,10
233,1.0,-238.0,10
233,1.0,-238.0,10
233,1.0,-238.0,10
233,0.0,-2.5,5
233,1.0,-233.5,1
233,9.999778782798785e-13,-2.000000000232995,4
233,0.0,-3.5,7
233,0.0,-3.5,7
233,1.0,-233.5,1
233,9.999778782798785e-13,-3.000000000232995,6
233,0.0,-2.5,5
233,0.0,-3.5,7
233,1.0,-234.5,3
233,0.0,-5.0,10
233,0.0,-4.5,9
233,0.0,-4.0,8
233,0.0,-4.5,9
233,1.0,-236.0,6
233,1.0,-237.0,8
233,1.0,-236.0,6
233,0.0,-5.0,10
233,0.0,-4.0,8
233,0.0,-5.0,10
alpha,leakage,utility,mask_size
234,0.0,-5.0,10
234,1.0,-239.0,10
234,1.0,-237.0,6
234,1.0,-236.0,4
234,1.0,-239.0,10
234,1.0,-239.0,10
234,1.0,-237.5,7
234,1.0,-237.0,6
234,0.0,-3.0,6
234,1.0,-239.0,10
234,1.0,-239.0,10
234,1.0,-239.0,10
234,1.0,-239.0,10
234,1.0,-239.0,10
234,1.0,-236.0,4
234,1.0,-236.5,5
234,1.0,-236.5,5
234,1.0,-236.0,4
234,1.0,-237.5,7
234,1.0,-238.0,8
234,1.0,-237.5,7
234,1.0,-238.0,8
234,1.0,-239.0,10
234,1.0,-239.0,10
234,1.0,-239.0,10
234,1.0,-239.0,10
234,1.0,-239.0,10
234,1.0,-239.0,10
234,1.0,-239.0,10
234,1.0,-239.0,10
234,0.0,-3.0,6
234,0.0,-3.0,6
234,1.0,-236.0,4
234,0.0,-3.5,7
234,0.0,-3.0,6
234,0.0,-3.5,7
234,9.999778782798785e-13,-3.000000000233995,6
234,1.0,-236.0,4
234,0.0,-2.5,5
234,0.0,-3.0,6
234,1.0,-234.0,0
234,1.0,-235.5,3
234,0.0,-5.0,10
234,1.0,-237.5,7
234,1.0,-237.5,7
234,0.0,-4.0,8
234,1.0,-234.5,1
234,0.0,-4.5,9
234,0.0,-5.0,10
234,0.0,-4.5,9
alpha,leakage,utility,mask_size
235,0.0,-5.0,10
235,1.0,-240.0,10
235,1.0,-235.5,1
235,1.0,-240.0,10
235,0.0,-5.0,10
235,0.0,-5.0,10
235,0.0,-5.0,10
235,0.0,-5.0,10
235,0.0,-5.0,10
235,1.0,-240.0,10
235,1.0,-240.0,10
235,1.0,-239.0,8
235,1.0,-239.5,9
235,1.0,-238.0,6
235,1.0,-240.0,10
235,1.0,-240.0,10
235,1.0,-238.0,6
235,1.0,-239.5,9
235,1.0,-238.5,7
235,1.0,-239.5,9
235,1.0,-240.0,10
235,1.0,-240.0,10
235,1.0,-240.0,10
235,1.0,-237.5,5
235,1.0,-240.0,10
235,1.0,-240.0,10
235,1.0,-240.0,10
235,1.0,-240.0,10
235,1.0,-240.0,10
235,1.0,-240.0,10
235,1.0,-236.0,2
235,9.999778782798785e-13,-2.5000000002349947,5
235,9.999778782798785e-13,-2.5000000002349947,5
235,0.0,-3.5,7
235,0.0,-3.5,7
235,1.0,-235.5,1
235,0.0,-2.5,5
235,0.0,-3.0,6
235,9.999778782798785e-13,-3.0000000002349947,6
235,9.999778782798785e-13,-2.5000000002349947,5
235,0.0,-4.0,8
235,0.0,-4.0,8
235,0.0,-5.0,10
235,1.0,-236.0,2
235,0.0,-5.0,10
235,0.0,-5.0,10
235,0.0,-4.0,8
235,0.0,-5.0,10
235,1.0,-239.5,9
235,0.0,-4.5,9
alpha,leakage,utility,mask_size
236,1.0,-241.0,10
236,1.0,-241.0,10
236,1.0,-241.0,10
236,0.0,-5.0,10
236,1.0,-241.0,10
236,1.0,-240.0,8
236,1.0,-241.0,10
236,0.0,-5.0,10
236,1.0,-240.0,8
236,1.0,-241.0,10
236,1.0,-240.5,9
236,1.0,-241.0,10
236,1.0,-240.0,8
236,1.0,-241.0,10
236,1.0,-240.0,8
236,1.0,-240.5,9
236,1.0,-241.0,10
236,1.0,-240.0,8
236,1.0,-241.0,10
236,1.0,-241.0,10
236,1.0,-241.0,10
236,1.0,-241.0,10
236,1.0,-241.0,10
236,1.0,-241.0,10
236,1.0,-241.0,10
236,1.0,-239.5,7
236,1.0,-241.0,10
236,1.0,-241.0,10
236,1.0,-239.5,7
236,1.0,-241.0,10
236,0.0,-2.0,4
236,1.0,-237.5,3
236,0.0,-3.0,6
236,0.0,-3.5,7
236,0.0,-3.0,6
236,0.0,-2.5,5
236,1.0,-236.0,0
236,9.999778782798785e-13,-2.500000000235995,5
236,0.0,-3.0,6
236,0.0,-3.5,7
236,0.0,-4.0,8
236,1.0,-236.0,0
236,0.0,-5.0,10
236,1.0,-236.0,0
236,1.0,-238.0,4
236,1.0,-240.5,9
236,0.0,-3.5,7
236,0.0,-5.0,10
236,1.0,-238.0,4
236,0.0,-5.0,10
alpha,leakage,utility,mask_size
237,0.0,-5.0,10
237,1.0,-242.0,10
237,0.0,-5.0,10
237,0.0,-5.0,10
237,1.0,-242.0,10
237,0.0,-5.0,10
237,0.0,-5.0,10
237,1.0,-242.0,10
237,1.0,-242.0,10
237,1.0,-242.0,10
237,1.0,-242.0,10
237,1.0,-241.5,9
237,1.0,-241.5,9
237,1.0,-242.0,10
237,1.0,-241.5,9
237,1.0,-239.0,4
237,1.0,-239.0,4
237,1.0,-242.0,10
237,1.0,-242.0,10
237,1.0,-242.0,10
237,1.0,-237.0,0
237,1.0,-242.0,10
237,1.0,-242.0,10
237,1.0,-242.0,10
237,1.0,-242.0,10
237,1.0,-242.0,10
237,1.0,-242.0,10
237,1.0,-242.0,10
237,1.0,-242.0,10
237,1.0,-242.0,10
237,0.0,-3.5,7
237,9.999778782798785e-13,-2.500000000236995,5
237,0.0,-2.5,5
237,1.0,-238.0,2
237,9.999778782798785e-13,-2.500000000236995,5
237,0.0,-3.5,7
237,0.0,-3.5,7
237,9.999778782798785e-13,-3.000000000236995,6
237,9.999778782798785e-13,-3.000000000236995,6
237,0.0,-3.5,7
237,0.0,-4.5,9
237,0.0,-5.0,10
237,0.0,-5.0,10
237,0.0,-4.0,8
237,1.0,-239.0,4
237,0.0,-5.0,10
237,0.0,-4.5,9
237,0.0,-3.0,6
237,1.0,-238.0,2
237,1.0,-241.0,8
alpha,leakage,utility,mask_size
238,1.0,-243.0,10
238,1.0,-243.0,10
238,1.0,-239.0,2
238,0.0,-5.0,10
238,1.0,-240.0,4
238,1.0,-243.0,10
238,1.0,-243.0,10
238,1.0,-243.0,10
238,1.0,-243.0,10
238,1.0,-242.0,8
238,1.0,-242.5,9
238,1.0,-243.0,10
238,1.0,-243.0,10
238,1.0,-243.0,10
238,1.0,-243.0,10
238,1.0,-243.0,10
238,1.0,-243.0,10
238,1.0,-243.0,10
238,1.0,-241.5,7
238,1.0,-243.0,10
238,1.0,-243.0,10
238,1.0,-243.0,10
238,1.0,-240.0,4
238,1.0,-241.5,7
238,1.0,-243.0,10
238,1.0,-243.0,10
238,1.0,-242.0,8
238,1.0,-243.0,10
238,1.0,-243.0,10
238,1.0,-243.0,10
238,9.999778782798785e-13,-3.0000000002379945,6
238,0.0,-3.0,6
238,0.0,-3.0,6
238,1.0,-239.5,3
238,0.0,-3.5,7
238,0.0,-2.0,4
238,0.0,-3.5,7
238,9.999778782798785e-13,-2.5000000002379945,5
238,0.0,-3.5,7
238,0.0,-2.5,5
238,1.0,-240.0,4
238,0.0,-4.5,9
238,1.0,-240.0,4
238,0.0,-3.0,6
238,0.0,-5.0,10
238,0.0,-3.5,7
238,0.0,-3.5,7
238,0.0,-5.0,10
238,0.0,-5.0,10
238,0.0,-4.0,8
alpha,leakage,utility,mask_size
239,1.0,-244.0,10
239,0.0,-5.0,10
239,1.0,-244.0,10
239,1.0,-244.0,10
239,1.0,-244.0,10
239,1.0,-244.0,10
239,1.0,-244.0,10
239,1.0,-244.0,10
239,1.0,-244.0,10
239,1.0,-239.5,1
239,1.0,-244.0,10
239,1.0,-244.0,10
239,1.0,-244.0,10
239,1.0,-242.5,7
239,1.0,-241.5,5
239,1.0,-241.0,4
239,1.0,-243.5,9
239,1.0,-243.5,9
239,1.0,-244.0,10
239,1.0,-244.0,10
239,1.0,-244.0,10
239,1.0,-244.0,10
239,1.0,-244.0,10
239,1.0,-244.0,10
239,1.0,-244.0,10
239,1.0,-244.0,10
239,1.0,-244.0,10
239,1.0,-244.0,10
239,1.0,-244.0,10
239,1.0,-244.0,10
239,0.0,-3.5,7
239,0.0,-2.5,5
239,0.0,-3.5,7
239,9.999778782798785e-13,-3.0000000002389946,6
239,0.0,-3.5,7
239,0.0,-3.5,7
239,1.999955756559757e-12,-2.000000000477989,4
239,0.0,-3.5,7
239,0.0,-2.0,4
239,0.0,-3.0,6
239,0.0,-3.5,7
239,0.0,-3.0,6
239,1.0,-239.5,1
239,1.0,-243.0,8
239,0.0,-4.5,9
239,1.0,-243.5,9
239,0.0,-4.5,9
239,1.0,-243.0,8
239,0.0,-2.0,4
239,1.0,-240.5,3
alpha,leakage,utility,mask_size
240,0.0,-5.0,10
240,1.0,-243.5,7
240,1.0,-245.0,10
240,0.0,-5.0,10
240,1.0,-245.0,10
240,1.0,-245.0,10
240,0.0,-5.0,10
240,1.0,-243.0,6
240,0.0,-5.0,10
240,1.0,-244.5,9
240,1.0,-245.0,10
240,1.0,-245.0,10
240,1.0,-244.0,8
240,1.0,-245.0,10
240,1.0,-245.0,10
240,1.0,-244.5,9
240,1.0,-244.5,9
240,1.0,-245.0,10
240,1.0,-244.5,9
240,1.0,-245.0,10
240,1.0,-245.0,10
240,1.0,-245.0,10
240,1.0,-245.0,10
240,1.0,-245.0,10
240,1.0,-245.0,10
240,1.0,-245.0,10
240,1.0,-245.0,10
240,1.0,-245.0,10
240,1.0,-245.0,10
240,1.0,-245.0,10
240,0.0,-2.0,4
240,0.0,-3.5,7
240,1.0,-241.5,3
240,0.0,-3.0,6
240,0.0,-3.5,7
240,0.0,-3.5,7
240,0.0,-2.5,5
240,0.0,-3.0,6
240,9.999778782798785e-13,-3.0000000002399947,6
240,0.0,-3.0,6
240,1.0,-242.5,5
240,0.0,-3.5,7
240,0.0,-2.5,5
240,0.0,-4.0,8
240,1.0,-240.5,1
240,0.0,-3.5,7
240,0.0,-4.0,8
240,1.0,-241.5,3
240,0.0,-2.5,5
240,1.0,-244.5,9
alpha,leakage,utility,mask_size
241,1.0,-246.0,10
241,1.0,-246.0,10
241,1.0,-244.0,6
241,1.0,-246.0,10
241,0.0,-4.5,9
241,0.0,-5.0,10
241,0.0,-5.0,10
241,0.0,-5.0,10
241,1.0,-246.0,10
241,0.0,-5.0,10
241,1.0,-246.0,10
241,1.0,-246.0,10
241,1.0,-246.0,10
241,1.0,-246.0,10
241,1.0,-246.0,10
241,1.0,-246.0,10
241,1.0,-246.0,10
241,1.0,-246.0,10
241,1.0,-246.0,10
241,1.0,-246.0,10
241,1.0,-246.0,10
241,1.0,-246.0,10
241,1.0,-246.0,10
241,1.0,-246.0,10
241,1.0,-245.5,9
241,1.0,-245.0,8
241,1.0,-246.0,10
241,1.0,-246.0,10
241,1.0,-246.0,10
241,1.0,-246.0,10
241,9.999778782798785e-13,-2.500000000240995,5
241,0.0,-2.5,5
241,1.0,-243.0,4
241,0.0,-3.0,6
241,0.0,-2.0,4
241,0.0,-3.0,6
241,1.0,-242.5,3
241,0.0,-3.5,7
241,1.0,-242.5,3
241,0.0,-2.5,5
241,0.0,-5.0,10
241,1.0,-244.0,6
241,1.0,-245.5,9
241,1.0,-245.5,9
241,0.0,-5.0,10
241,0.0,-5.0,10
241,0.0,-3.5,7
241,0.0,-2.0,4
241,0.0,-1.5,3
241,0.0,-3.0,6
alpha,leakage,utility,mask_size
242,0.0,-5.0,10
242,0.0,-5.0,10
242,1.0,-247.0,10
242,0.0,-5.0,10
242,0.0,-5.0,10
242,1.0,-247.0,10
242,1.0,-247.0,10
242,1.0,-247.0,10
242,0.0,-5.0,10
242,1.0,-246.0,8
242,1.0,-247.0,10
242,1.0,-245.5,7
242,1.0,-242.5,1
242,1.0,-247.0,10
242,1.0,-244.0,4
242,1.0,-246.5,9
242,1.0,-246.5,9
242,1.0,-243.0,2
242,1.0,-247.0,10
242,1.0,-247.0,10
242,1.0,-245.5,7
242,1.0,-247.0,10
242,1.0,-244.5,5
242,1.0,-247.0,10
242,1.0,-247.0,10
242,1.0,-247.0,10
242,1.0,-247.0,10
242,1.0,-247.0,10
242,1.0,-242.0,0
242,1.0,-247.0,10
242,1.0,-243.5,3
242,0.0,-2.5,5
242,0.0,-3.5,7
242,9.999778782798785e-13,-3.000000000241995,6
242,0.0,-3.0,6
242,9.999778782798785e-13,-2.500000000241995,5
242,0.0,-3.5,7
242,1.0,-242.0,0
242,0.0,-3.0,6
242,1.0,-243.5,3
242,1.0,-245.0,6
242,1.0,-246.0,8
242,0.0,-4.0,8
242,0.0,-4.5,9
242,0.0,-4.0,8
242,1.0,-246.0,8
242,0.0,-4.0,8
242,1.0,-245.0,6
242,1.0,-245.0,6
242,0.0,-4.5,9
alpha,leakage,utility,mask_size
243,0.0,-5.0,10
243,1.0,-248.0,10
243,1.0,-247.5,9
243,0.0,-5.0,10
243,1.0,-246.0,6
243,1.0,-248.0,10
243,1.0,-248.0,10
243,1.0,-248.0,10
243,1.0,-248.0,10
243,1.0,-246.5,7
243,1.0,-243.0,0
243,1.0,-245.0,4
243,1.0,-248.0,10
243,1.0,-248.0,10
243,1.0,-248.0,10
243,1.0,-248.0,10
243,1.0,-248.0,10
243,1.0,-248.0,10
243,1.0,-247.0,8
243,1.0,-247.5,9
243,1.0,-247.5,9
243,1.0,-248.0,10
243,1.0,-248.0,10
243,1.0,-248.0,10
243,1.0,-248.0,10
243,1.0,-248.0,10
243,1.0,-245.0,4
243,1.0,-248.0,10
243,1.0,-248.0,10
243,1.0,-248.0,10
243,0.0,-2.5,5
243,9.999778782798785e-13,-3.0000000002429945,6
243,1.0,-244.0,2
243,0.0,-2.5,5
243,9.999778782798785e-13,-2.5000000002429945,5
243,9.999778782798785e-13,-2.5000000002429945,5
243,9.999778782798785e-13,-2.0000000002429945,4
243,0.0,-2.5,5
243,9.999778782798785e-13,-2.5000000002429945,5
243,9.999778782798785e-13,-2.0000000002429945,4
243,1.0,-244.5,3
243,0.0,-4.5,9
243,0.0,-5.0,10
243,0.0,-3.5,7
243,0.0,-5.0,10
243,0.0,-1.5,3
243,1.0,-244.0,2
243,0.0,-5.0,10
243,1.0,-247.0,8
243,0.0,-4.0,8
alpha,leakage,utility,mask_size
244,1.0,-248.0,8
244,1.0,-249.0,10
244,1.0,-249.0,10
244,1.0,-249.0,10
244,1.0,-244.5,1
244,0.0,-5.0,10
244,1.0,-249.0,10
244,0.0,-5.0,10
244,0.0,-5.0,10
244,1.0,-249.0,10
244,1.0,-249.0,10
244,1.0,-244.5,1
244,1.0,-249.0,10
244,1.0,-247.5,7
244,1.0,-246.0,4
244,1.0,-249.0,10
244,1.0,-246.0,4
244,1.0,-249.0,10
244,1.0,-249.0,10
244,1.0,-249.0,10
244,1.0,-249.0,10
244,1.0,-249.0,10
244,1.0,-249.0,10
244,1.0,-245.0,2
244,1.0,-249.0,10
244,1.0,-249.0,10
244,1.0,-249.0,10
