dc_id,dc_str,m,nV,nE_best,best_head_idx,best_base,weight
425,t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,3,100000,0,-1,0.0,0.0
426,t0.FlightNum int GREATER_EQUAL t1.FlightNum int AND t0.Month int LESS t1.Month int,2,100000,50227,1,0.7745398953860162,0.5245398953860162
427,t0.OriginStateFips int UNEQUAL t1.OriginStateFips int AND t0.OriginAirportID int EQUAL t1.OriginAirportID int,2,100000,94152,1,0.9985876550337053,0.7485876550337053
428,t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.FlightDate String EQUAL t1.FlightDate String AND t0.FlightNum int LESS_EQUAL t1.FlightNum int,3,100000,0,-1,0.0,0.0
429,t0.OriginCityName String UNEQUAL t1.OriginCityName String AND t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int,2,100000,97615,1,0.7700467574793581,0.5200467574793581
430,t0.OriginCityName String EQUAL t1.OriginCityName String AND t0.OriginCityMarketID int UNEQUAL t1.OriginCityMarketID int,2,100000,97004,0,0.9987910136159784,0.7487910136159784
431,t0.OriginCityMarketID int LESS_EQUAL t1.OriginCityMarketID int AND t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
432,t0.OriginState String EQUAL t1.OriginState String AND t0.OriginAirportID int UNEQUAL t1.OriginAirportID int AND t0.Carrier String EQUAL t1.Carrier String,3,100000,0,-1,0.0,0.0
433,t0.FlightDate String EQUAL t1.FlightDate String AND t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.OriginAirportSeqID int LESS_EQUAL t1.OriginAirportSeqID int,3,100000,0,-1,0.0,0.0
434,t0.OriginCityMarketID int LESS_EQUAL t1.OriginCityMarketID int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
435,t0.OriginCityName String UNEQUAL t1.OriginCityName String AND t0.OriginWac int EQUAL t1.OriginWac int AND t0.AirlineID int EQUAL t1.AirlineID int,3,100000,0,-1,0.0,0.0
436,t0.OriginAirportID int EQUAL t1.OriginAirportID int AND t0.FlightDate String EQUAL t1.FlightDate String,2,100000,0,-1,0.0,0.0
437,t0.OriginAirportSeqID int UNEQUAL t1.OriginAirportSeqID int AND t0.OriginWac int EQUAL t1.OriginWac int AND t0.AirlineID int EQUAL t1.AirlineID int,3,100000,0,-1,0.0,0.0
438,t0.OriginCityMarketID int LESS_EQUAL t1.OriginCityMarketID int AND t0.DayOfWeek int EQUAL t1.DayOfWeek int AND t0.Carrier String EQUAL t1.Carrier String,3,100000,0,-1,0.0,0.0
439,t0.Origin String UNEQUAL t1.Origin String AND t0.Carrier String EQUAL t1.Carrier String AND t0.OriginWac int EQUAL t1.OriginWac int,3,100000,0,-1,0.0,0.0
440,t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.OriginWac int EQUAL t1.OriginWac int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,3,100000,0,-1,0.0,0.0
441,t0.OriginCityMarketID int LESS_EQUAL t1.OriginCityMarketID int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
442,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginAirportID int EQUAL t1.OriginAirportID int AND t0.DayOfWeek int GREATER_EQUAL t1.DayOfWeek int,3,100000,0,-1,0.0,0.0
443,t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.Month int UNEQUAL t1.Month int,2,100000,0,-1,0.0,0.0
444,t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.OriginAirportID int GREATER_EQUAL t1.OriginAirportID int,2,100000,48998,1,0.9998911859463893,0.7498911859463893
445,t0.OriginState String EQUAL t1.OriginState String AND t0.Origin String UNEQUAL t1.Origin String AND t0.AirlineID int EQUAL t1.AirlineID int,3,100000,0,-1,0.0,0.0
446,t0.OriginAirportID int EQUAL t1.OriginAirportID int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.DayOfWeek int GREATER_EQUAL t1.DayOfWeek int,3,100000,0,-1,0.0,0.0
447,t0.AirlineID int LESS t1.AirlineID int AND t0.FlightDate String EQUAL t1.FlightDate String AND t0.OriginAirportSeqID int LESS_EQUAL t1.OriginAirportSeqID int,3,100000,0,-1,0.0,0.0
448,t0.Origin String EQUAL t1.Origin String AND t0.Month int UNEQUAL t1.Month int,2,100000,0,-1,0.0,0.0
449,t0.OriginStateFips int LESS_EQUAL t1.OriginStateFips int AND t0.OriginWac int LESS t1.OriginWac int AND t0.FlightDate String EQUAL t1.FlightDate String,3,100000,0,-1,0.0,0.0
450,t0.OriginState String EQUAL t1.OriginState String AND t0.OriginAirportSeqID int GREATER_EQUAL t1.OriginAirportSeqID int AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
451,t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.AirlineID int GREATER t1.AirlineID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
452,t0.OriginState String EQUAL t1.OriginState String AND t0.OriginStateName String UNEQUAL t1.OriginStateName String,2,100000,94152,0,0.9994982645017494,0.7494982645017494
453,t0.OriginState String UNEQUAL t1.OriginState String AND t0.OriginStateName String EQUAL t1.OriginStateName String,2,100000,94152,1,0.9994982645017494,0.7494982645017494
454,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginWac int EQUAL t1.OriginWac int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,3,100000,0,-1,0.0,0.0
455,t0.DayOfWeek int LESS_EQUAL t1.DayOfWeek int AND t0.OriginAirportID int EQUAL t1.OriginAirportID int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int,3,100000,0,-1,0.0,0.0
456,t0.Year int UNEQUAL t1.Year int,1,100000,0,-1,0.0,0.0
457,t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.OriginCityMarketID int GREATER_EQUAL t1.OriginCityMarketID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
458,t0.OriginAirportID int UNEQUAL t1.OriginAirportID int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,3,100000,0,-1,0.0,0.0
459,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.OriginWac int EQUAL t1.OriginWac int,3,100000,25466,2,0.29749798846356607,0.047497988463566065
460,t0.OriginCityName String UNEQUAL t1.OriginCityName String AND t0.OriginAirportID int EQUAL t1.OriginAirportID int,2,100000,97615,1,0.9986377581434951,0.7486377581434951
461,t0.OriginAirportID int UNEQUAL t1.OriginAirportID int AND t0.OriginCityName String EQUAL t1.OriginCityName String,2,100000,97892,1,0.8646251582141591,0.6146251582141591
462,t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.OriginCityMarketID int UNEQUAL t1.OriginCityMarketID int,2,100000,97004,0,0.9986291780173168,0.7486291780173168
463,t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int AND t0.OriginAirportSeqID int UNEQUAL t1.OriginAirportSeqID int,2,100000,97892,0,0.6705139018417938,0.4205139018417938
464,t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.OriginWac int EQUAL t1.OriginWac int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int,3,100000,25043,1,0.29850667440171985,0.04850667440171985
465,t0.OriginWac int LESS t1.OriginWac int AND t0.OriginAirportSeqID int LESS_EQUAL t1.OriginAirportSeqID int AND t0.Month int UNEQUAL t1.Month int,3,100000,28240,2,0.03473045727984325,0.0
466,t0.AirlineID int EQUAL t1.AirlineID int AND t0.Origin String EQUAL t1.Origin String,2,100000,0,-1,0.0,0.0
467,t0.OriginAirportSeqID int GREATER_EQUAL t1.OriginAirportSeqID int AND t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,3,100000,0,-1,0.0,0.0
468,t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String AND t0.OriginCityMarketID int UNEQUAL t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
469,t0.Origin String UNEQUAL t1.Origin String AND t0.Carrier String EQUAL t1.Carrier String AND t0.OriginStateFips int EQUAL t1.OriginStateFips int,3,100000,0,-1,0.0,0.0
470,t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.OriginWac int LESS t1.OriginWac int AND t0.Month int UNEQUAL t1.Month int,3,100000,28240,2,0.03473045727984325,0.0
471,t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.AirlineID int EQUAL t1.AirlineID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
472,t0.AirlineID int LESS t1.AirlineID int AND t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int,3,100000,0,-1,0.0,0.0
473,t0.DayofMonth int LESS t1.DayofMonth int AND t0.DayOfWeek int EQUAL t1.DayOfWeek int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,3,100000,0,-1,0.0,0.0
474,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.Carrier String EQUAL t1.Carrier String AND t0.OriginStateFips int EQUAL t1.OriginStateFips int,3,100000,0,-1,0.0,0.0
475,t0.FlightDate String UNEQUAL t1.FlightDate String AND t0.DayofMonth int EQUAL t1.DayofMonth int,2,100000,96886,1,0.9751812282000997,0.7251812282000997
476,t0.DayofMonth int UNEQUAL t1.DayofMonth int AND t0.FlightDate String EQUAL t1.FlightDate String,2,100000,96826,1,0.9990762860904524,0.7490762860904524
477,t0.OriginState String UNEQUAL t1.OriginState String AND t0.OriginStateFips int EQUAL t1.OriginStateFips int,2,100000,94152,1,0.9994982645017494,0.7494982645017494
478,t0.OriginState String EQUAL t1.OriginState String AND t0.OriginStateFips int UNEQUAL t1.OriginStateFips int,2,100000,94152,0,0.9994982645017494,0.7494982645017494
479,t0.OriginCityMarketID int LESS_EQUAL t1.OriginCityMarketID int AND t0.OriginStateFips int LESS_EQUAL t1.OriginStateFips int AND t0.Month int UNEQUAL t1.Month int,3,100000,27091,2,0.022996202603376672,0.0
480,t0.OriginWac int EQUAL t1.OriginWac int AND t0.AirlineID int EQUAL t1.AirlineID int AND t0.OriginCityMarketID int UNEQUAL t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
481,t0.OriginState String EQUAL t1.OriginState String AND t0.OriginCityName String UNEQUAL t1.OriginCityName String AND t0.Carrier String EQUAL t1.Carrier String,3,100000,0,-1,0.0,0.0
482,t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.Month int UNEQUAL t1.Month int,2,100000,0,-1,0.0,0.0
483,t0.DayofMonth int EQUAL t1.DayofMonth int AND t0.OriginAirportSeqID int LESS_EQUAL t1.OriginAirportSeqID int AND t0.OriginWac int GREATER_EQUAL t1.OriginWac int,3,100000,0,-1,0.0,0.0
484,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginStateFips int GREATER_EQUAL t1.OriginStateFips int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
485,t0.OriginStateFips int LESS_EQUAL t1.OriginStateFips int AND t0.FlightDate String EQUAL t1.FlightDate String AND t0.OriginAirportSeqID int LESS_EQUAL t1.OriginAirportSeqID int,3,100000,0,-1,0.0,0.0
486,t0.OriginStateFips int LESS_EQUAL t1.OriginStateFips int AND t0.DayOfWeek int EQUAL t1.DayOfWeek int AND t0.AirlineID int EQUAL t1.AirlineID int,3,100000,0,-1,0.0,0.0
487,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int,3,100000,0,-1,0.0,0.0
488,t0.Origin String EQUAL t1.Origin String AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,2,100000,0,-1,0.0,0.0
489,t0.OriginWac int EQUAL t1.OriginWac int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String AND t0.OriginCityMarketID int UNEQUAL t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
490,t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.OriginStateFips int GREATER_EQUAL t1.OriginStateFips int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
491,t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int,3,100000,0,-1,0.0,0.0
492,t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.AirlineID int GREATER t1.AirlineID int,3,100000,0,-1,0.0,0.0
493,t0.OriginAirportSeqID int GREATER_EQUAL t1.OriginAirportSeqID int AND t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.OriginState String UNEQUAL t1.OriginState String,3,100000,47138,0,0.9998868925414138,0.7498868925414138
494,t0.OriginStateFips int LESS t1.OriginStateFips int AND t0.OriginWac int GREATER_EQUAL t1.OriginWac int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
495,t0.Carrier String EQUAL t1.Carrier String AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int,3,100000,0,-1,0.0,0.0
496,t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.OriginAirportSeqID int UNEQUAL t1.OriginAirportSeqID int AND t0.AirlineID int EQUAL t1.AirlineID int,3,100000,0,-1,0.0,0.0
497,t0.FlightNum int GREATER_EQUAL t1.FlightNum int AND t0.DayofMonth int EQUAL t1.DayofMonth int AND t0.OriginAirportID int LESS t1.OriginAirportID int,3,100000,0,-1,0.0,0.0
498,t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
499,t0.AirlineID int LESS t1.AirlineID int AND t0.FlightDate String EQUAL t1.FlightDate String AND t0.OriginStateFips int LESS t1.OriginStateFips int,3,100000,0,-1,0.0,0.0
500,t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.OriginWac int EQUAL t1.OriginWac int,3,100000,0,-1,0.0,0.0
501,t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.FlightDate String EQUAL t1.FlightDate String,2,100000,0,-1,0.0,0.0
502,t0.TailNum String EQUAL t1.TailNum String,1,100000,0,-1,0.0,0.0
503,t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.OriginStateName String UNEQUAL t1.OriginStateName String,2,100000,94152,0,0.9985876550337053,0.7485876550337053
504,t0.OriginCityMarketID int LESS_EQUAL t1.OriginCityMarketID int AND t0.FlightDate String EQUAL t1.FlightDate String AND t0.OriginWac int GREATER_EQUAL t1.OriginWac int,3,100000,0,-1,0.0,0.0
505,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.AirlineID int LESS t1.AirlineID int AND t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
506,t0.Origin String UNEQUAL t1.Origin String AND t0.Carrier String EQUAL t1.Carrier String AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
507,t0.OriginState String EQUAL t1.OriginState String AND t0.Carrier String EQUAL t1.Carrier String AND t0.DayOfWeek int LESS t1.DayOfWeek int,3,100000,0,-1,0.0,0.0
508,t0.OriginWac int UNEQUAL t1.OriginWac int AND t0.OriginAirportID int EQUAL t1.OriginAirportID int,2,100000,94152,1,0.9985876550337053,0.7485876550337053
509,t0.FlightNum int GREATER_EQUAL t1.FlightNum int AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginWac int EQUAL t1.OriginWac int,3,100000,0,-1,0.0,0.0
510,t0.DayOfWeek int LESS_EQUAL t1.DayOfWeek int AND t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.DayofMonth int LESS_EQUAL t1.DayofMonth int,3,100000,0,-1,0.0,0.0
511,t0.OriginAirportSeqID int LESS_EQUAL t1.OriginAirportSeqID int AND t0.OriginWac int GREATER_EQUAL t1.OriginWac int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
512,t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.DayOfWeek int EQUAL t1.DayOfWeek int AND t0.Carrier String EQUAL t1.Carrier String,3,100000,0,-1,0.0,0.0
513,t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.DayOfWeek int EQUAL t1.DayOfWeek int,2,100000,0,-1,0.0,0.0
514,t0.Carrier String EQUAL t1.Carrier String AND t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
515,t0.DayofMonth int EQUAL t1.DayofMonth int AND t0.OriginStateFips int LESS t1.OriginStateFips int AND t0.OriginWac int GREATER_EQUAL t1.OriginWac int,3,100000,0,-1,0.0,0.0
516,t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.OriginWac int EQUAL t1.OriginWac int AND t0.OriginCityMarketID int GREATER_EQUAL t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
517,t0.FlightNum int GREATER_EQUAL t1.FlightNum int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.OriginAirportID int LESS t1.OriginAirportID int,3,100000,25003,1,0.34321637445905584,0.09321637445905584
518,t0.DayofMonth int LESS t1.DayofMonth int AND t0.DayOfWeek int EQUAL t1.DayOfWeek int AND t0.AirlineID int EQUAL t1.AirlineID int,3,100000,0,-1,0.0,0.0
519,t0.DayOfWeek int EQUAL t1.DayOfWeek int AND t0.OriginAirportID int EQUAL t1.OriginAirportID int,2,100000,0,-1,0.0,0.0
520,t0.DayOfWeek int LESS_EQUAL t1.DayOfWeek int AND t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginAirportID int EQUAL t1.OriginAirportID int,3,100000,0,-1,0.0,0.0
521,t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
522,t0.OriginWac int LESS_EQUAL t1.OriginWac int AND t0.DayofMonth int EQUAL t1.DayofMonth int AND t0.OriginStateFips int LESS t1.OriginStateFips int,3,100000,0,-1,0.0,0.0
523,t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.FlightDate String EQUAL t1.FlightDate String AND t0.OriginCityMarketID int GREATER_EQUAL t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
524,t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.OriginAirportID int LESS t1.OriginAirportID int,3,100000,0,-1,0.0,0.0
525,t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.DayOfWeek int GREATER_EQUAL t1.DayOfWeek int,3,100000,0,-1,0.0,0.0
526,t0.OriginCityMarketID int LESS_EQUAL t1.OriginCityMarketID int AND t0.OriginStateFips int LESS_EQUAL t1.OriginStateFips int AND t0.DayofMonth int EQUAL t1.DayofMonth int,3,100000,0,-1,0.0,0.0
527,t0.DayofMonth int EQUAL t1.DayofMonth int AND t0.OriginStateName String EQUAL t1.OriginStateName String,2,100000,0,-1,0.0,0.0
528,t0.Carrier String EQUAL t1.Carrier String AND t0.OriginAirportID int EQUAL t1.OriginAirportID int,2,100000,0,-1,0.0,0.0
529,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
530,t0.OriginAirportSeqID int GREATER_EQUAL t1.OriginAirportSeqID int AND t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.AirlineID int EQUAL t1.AirlineID int,3,100000,0,-1,0.0,0.0
531,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.OriginAirportID int LESS t1.OriginAirportID int,3,100000,25466,1,0.29749798846356607,0.047497988463566065
532,t0.AirlineID int LESS t1.AirlineID int AND t0.OriginWac int EQUAL t1.OriginWac int AND t0.OriginAirportID int LESS t1.OriginAirportID int,3,100000,0,-1,0.0,0.0
533,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginStateFips int LESS_EQUAL t1.OriginStateFips int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
534,t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.DayofMonth int EQUAL t1.DayofMonth int AND t0.AirlineID int GREATER_EQUAL t1.AirlineID int,3,100000,0,-1,0.0,0.0
535,t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.OriginAirportID int LESS t1.OriginAirportID int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int,3,100000,25043,0,0.29850667440171985,0.04850667440171985
536,t0.OriginState String UNEQUAL t1.OriginState String AND t0.Origin String EQUAL t1.Origin String,2,100000,94152,1,0.9985876550337053,0.7485876550337053
537,t0.FlightNum int GREATER_EQUAL t1.FlightNum int AND t0.OriginAirportID int LESS t1.OriginAirportID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,25003,2,0.34321637445905584,0.09321637445905584
538,t0.OriginAirportSeqID int UNEQUAL t1.OriginAirportSeqID int AND t0.AirlineID int EQUAL t1.AirlineID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
539,t0.OriginWac int LESS_EQUAL t1.OriginWac int AND t0.DayOfWeek int EQUAL t1.DayOfWeek int AND t0.Carrier String EQUAL t1.Carrier String,3,100000,0,-1,0.0,0.0
540,t0.OriginAirportSeqID int GREATER t1.OriginAirportSeqID int AND t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int,3,100000,0,-1,0.0,0.0
541,t0.OriginCityName String UNEQUAL t1.OriginCityName String AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
542,t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginWac int EQUAL t1.OriginWac int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int,3,100000,0,-1,0.0,0.0
543,t0.AirlineID int LESS_EQUAL t1.AirlineID int AND t0.OriginStateFips int LESS_EQUAL t1.OriginStateFips int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
544,t0.FlightNum int EQUAL t1.FlightNum int,1,100000,0,-1,0.0,0.0
545,t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.Carrier String EQUAL t1.Carrier String,2,100000,0,-1,0.0,0.0
546,t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int,3,100000,0,-1,0.0,0.0
547,t0.OriginAirportSeqID int GREATER_EQUAL t1.OriginAirportSeqID int AND t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
548,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginWac int EQUAL t1.OriginWac int,3,100000,25168,2,0.41732834326107093,0.16732834326107093
549,t0.OriginAirportID int UNEQUAL t1.OriginAirportID int AND t0.AirlineID int EQUAL t1.AirlineID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
550,t0.OriginStateFips int LESS_EQUAL t1.OriginStateFips int AND t0.AirlineID int GREATER_EQUAL t1.AirlineID int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
551,t0.AirlineID int LESS t1.AirlineID int AND t0.OriginWac int EQUAL t1.OriginWac int AND t0.OriginAirportID int GREATER t1.OriginAirportID int,3,100000,0,-1,0.0,0.0
