timestamp,dataset,target_attribute,iter,epsilon,lam,build_time_s,delete_time_s,rss_before_build_bytes,rss_after_build_bytes,rss_delta_build_bytes,rss_before_delete_bytes,rss_after_delete_bytes,rss_delta_delete_bytes,py_peak_build_bytes,py_peak_delete_bytes,save_dir_size_bytes
2025-12-29T11:58:56,airport,latitude_deg,26,50.0,0.5,1.538064,0.000297,106577920,110133248,3555328,109084672,109084672,0,14894782,1750,969548
2025-12-29T11:58:57,airport,latitude_deg,27,50.0,0.5,1.541930,0.000294,108036096,110133248,2097152,109084672,109084672,0,14894782,1750,969548
2025-12-29T11:58:59,airport,latitude_deg,28,50.0,0.5,1.529877,0.000331,108036096,109527040,1490944,108478464,108478464,0,14894782,1750,969548
2025-12-29T11:59:00,airport,latitude_deg,29,50.0,0.5,1.530507,0.000317,107429888,110788608,3358720,109756416,109756416,0,14894782,1750,969548
2025-12-29T11:59:02,airport,latitude_deg,30,50.0,0.5,1.537357,0.000316,108707840,110804992,2097152,109756416,109756416,0,14894782,1750,969548
2025-12-29T11:59:04,airport,latitude_deg,31,50.0,0.5,1.529773,0.000445,108707840,110182400,1474560,109133824,109133824,0,14894782,1750,969548
2025-12-29T11:59:05,airport,latitude_deg,32,50.0,0.5,1.525522,0.000307,108085248,110182400,2097152,109133824,109133824,0,14894782,1750,969548
2025-12-29T11:59:07,airport,latitude_deg,33,50.0,0.5,1.528134,0.000366,108085248,112033792,3948544,110985216,110985216,0,14894782,1750,969548
2025-12-29T11:59:08,airport,latitude_deg,34,50.0,0.5,1.525087,0.000324,109936640,112410624,2473984,111362048,111362048,0,14894782,1750,969548
2025-12-29T11:59:10,airport,latitude_deg,35,50.0,0.5,1.523893,0.000341,110313472,112574464,2260992,111525888,111525888,0,14894782,1750,969548
2025-12-29T11:59:11,airport,latitude_deg,36,50.0,0.5,1.529945,0.000312,110477312,114016256,3538944,112967680,112967680,0,14894782,1750,969548
2025-12-29T11:59:13,airport,latitude_deg,37,50.0,0.5,1.514254,0.000313,111919104,114638848,2719744,113590272,113590272,0,14894782,1750,969548
2025-12-29T11:59:14,airport,latitude_deg,38,50.0,0.5,1.544768,0.000313,112541696,114638848,2097152,113590272,113590272,0,14894782,1750,969548
2025-12-29T11:59:16,airport,latitude_deg,39,50.0,0.5,1.528156,0.000311,112541696,114638848,2097152,113590272,113590272,0,14894782,1750,969548
2025-12-29T11:59:17,airport,latitude_deg,40,50.0,0.5,1.513728,0.000338,112541696,114638848,2097152,113590272,113590272,0,14894782,1750,969548
2025-12-29T11:59:19,airport,latitude_deg,41,50.0,0.5,1.524631,0.000335,112541696,114671616,2129920,113623040,113623040,0,14894782,1750,969548
2025-12-29T11:59:21,airport,latitude_deg,42,50.0,0.5,1.526107,0.000338,112574464,113688576,1114112,112640000,112640000,0,14894782,1750,969548
2025-12-29T11:59:22,airport,latitude_deg,43,50.0,0.5,1.527540,0.000292,111591424,113836032,2244608,112787456,112787456,0,14894782,1750,969548
2025-12-29T11:59:24,airport,latitude_deg,44,50.0,0.5,1.520665,0.000333,111738880,114180096,2441216,113131520,113131520,0,14894782,1750,969548
2025-12-29T11:59:25,airport,latitude_deg,45,50.0,0.5,1.536229,0.000425,112082944,114507776,2424832,113459200,113459200,0,14894782,1750,969548
2025-12-29T11:59:27,airport,latitude_deg,46,50.0,0.5,1.541762,0.000333,112410624,108527616,-3883008,107479040,107479040,0,14894782,1750,969548
2025-12-29T11:59:28,airport,latitude_deg,47,50.0,0.5,1.530941,0.000334,106430464,107675648,1245184,106627072,106627072,0,14894782,1750,969548
2025-12-29T11:59:30,airport,latitude_deg,48,50.0,0.5,1.534311,0.000317,105578496,109084672,3506176,108036096,108036096,0,14894782,1750,969548
2025-12-29T11:59:31,airport,latitude_deg,49,50.0,0.5,1.536064,0.000309,106987520,109281280,2293760,108232704,108232704,0,14894782,1750,969548
2025-12-29T11:59:33,airport,latitude_deg,50,50.0,0.5,1.516420,0.000313,107184128,109314048,2129920,108265472,108265472,0,14894782,1750,969548
2025-12-29T11:59:35,airport,latitude_deg,51,50.0,0.5,1.530319,0.000316,107216896,110116864,2899968,109068288,109068288,0,14894782,1750,969548
2025-12-29T11:59:36,airport,latitude_deg,52,50.0,0.5,1.532680,0.000346,108019712,110460928,2441216,109412352,109412352,0,14894782,1750,969548
2025-12-29T11:59:38,airport,latitude_deg,53,50.0,0.5,1.537676,0.000345,108380160,112558080,4177920,111509504,111509504,0,14894782,1750,969548
2025-12-29T11:59:39,airport,latitude_deg,54,50.0,0.5,1.534197,0.000334,110460928,110149632,-311296,109101056,109101056,0,14894782,1750,969548
2025-12-29T11:59:41,airport,latitude_deg,55,50.0,0.5,1.528624,0.000308,108052480,111296512,3244032,110247936,110247936,0,14894782,1750,969548
2025-12-29T11:59:42,airport,latitude_deg,56,50.0,0.5,1.526565,0.000327,109199360,111329280,2129920,110280704,110280704,0,14894782,1750,969548
2025-12-29T11:59:44,airport,latitude_deg,57,50.0,0.5,1.523328,0.000302,109232128,111558656,2326528,110510080,110510080,0,14894782,1750,969548
2025-12-29T11:59:45,airport,latitude_deg,58,50.0,0.5,1.524579,0.000347,109461504,111558656,2097152,110510080,110510080,0,14894782,1750,969548
2025-12-29T11:59:47,airport,latitude_deg,59,50.0,0.5,1.526156,0.000286,109461504,112115712,2654208,111067136,111067136,0,14894782,1750,969548
2025-12-29T11:59:48,airport,latitude_deg,60,50.0,0.5,1.526937,0.000326,110018560,112132096,2113536,111083520,111083520,0,14894782,1750,969548
2025-12-29T11:59:50,airport,latitude_deg,61,50.0,0.5,1.523493,0.000317,110034944,112312320,2277376,111263744,111263744,0,14894782,1750,969548
2025-12-29T11:59:52,airport,latitude_deg,62,50.0,0.5,1.527526,0.000305,110215168,113360896,3145728,112312320,112312320,0,14894782,1750,969548
2025-12-29T11:59:53,airport,latitude_deg,63,50.0,0.5,1.536063,0.000323,111263744,113360896,2097152,112312320,112312320,0,14894782,1750,969548
2025-12-29T11:59:55,airport,latitude_deg,64,50.0,0.5,1.540802,0.000328,111263744,113623040,2359296,112574464,112574464,0,14894782,1750,969548
2025-12-29T11:59:56,airport,latitude_deg,65,50.0,0.5,1.548083,0.000335,111525888,113623040,2097152,112574464,112574464,0,14894782,1750,969548
2025-12-29T11:59:58,airport,latitude_deg,66,50.0,0.5,1.545010,0.000316,111525888,114245632,2719744,113197056,113197056,0,14894782,1750,969548
2025-12-29T11:59:59,airport,latitude_deg,67,50.0,0.5,1.544402,0.000322,112148480,114245632,2097152,113197056,113197056,0,14894782,1750,969548
2025-12-29T12:00:01,airport,latitude_deg,68,50.0,0.5,1.537125,0.000345,112148480,114311168,2162688,113262592,113262592,0,14894782,1750,969548
2025-12-29T12:00:03,airport,latitude_deg,69,50.0,0.5,1.536931,0.000290,112214016,114343936,2129920,113295360,113295360,0,14894782,1750,969548
2025-12-29T12:00:04,airport,latitude_deg,70,50.0,0.5,1.527810,0.000297,112246784,114327552,2080768,113278976,113278976,0,14894782,1750,969548
2025-12-29T12:00:06,airport,latitude_deg,71,50.0,0.5,1.529024,0.000317,112230400,114966528,2736128,113917952,113917952,0,14894782,1750,969548
2025-12-29T12:00:07,airport,latitude_deg,72,50.0,0.5,1.516827,0.000343,112869376,115458048,2588672,114409472,114409472,0,14894782,1750,969548
2025-12-29T12:00:09,airport,latitude_deg,73,50.0,0.5,1.524453,0.000294,113360896,115474432,2113536,114425856,114425856,0,14894782,1750,969548
2025-12-29T12:00:10,airport,latitude_deg,74,50.0,0.5,1.537758,0.000295,113377280,115490816,2113536,114442240,114442240,0,14894782,1750,969548
2025-12-29T12:00:12,airport,latitude_deg,75,50.0,0.5,1.525515,0.000349,113393664,115490816,2097152,114442240,114442240,0,14894782,1750,969548
2025-12-29T12:00:13,airport,latitude_deg,76,50.0,0.5,1.522412,0.000309,113393664,116703232,3309568,115654656,115654656,0,14894782,1750,969548
2025-12-29T12:00:15,airport,latitude_deg,77,50.0,0.5,1.522818,0.000325,114606080,117342208,2736128,116293632,116293632,0,14894782,1750,969548
2025-12-29T12:00:16,airport,latitude_deg,78,50.0,0.5,1.525095,0.000309,115245056,117342208,2097152,116293632,116293632,0,14894782,1750,969548
2025-12-29T12:00:18,airport,latitude_deg,79,50.0,0.5,1.524916,0.000311,115245056,117342208,2097152,116293632,116293632,0,14894782,1750,969548
2025-12-29T12:00:20,airport,latitude_deg,80,50.0,0.5,1.535024,0.000327,115245056,117342208,2097152,116293632,116293632,0,14894782,1750,969548
2025-12-29T12:00:21,airport,latitude_deg,81,50.0,0.5,1.525890,0.000298,115245056,117358592,2113536,116310016,116310016,0,14894782,1750,969548
2025-12-29T12:00:23,airport,latitude_deg,82,50.0,0.5,1.531541,0.000285,115261440,117391360,2129920,116342784,116342784,0,14894782,1750,969548
2025-12-29T12:00:24,airport,latitude_deg,83,50.0,0.5,1.532282,0.000283,115294208,117424128,2129920,116375552,116375552,0,14894782,1750,969548
2025-12-29T12:00:26,airport,latitude_deg,84,50.0,0.5,1.530661,0.000285,115326976,119177216,3850240,118128640,118128640,0,14894782,1750,969548
2025-12-29T12:00:27,airport,latitude_deg,85,50.0,0.5,1.526166,0.000291,117080064,118603776,1523712,117555200,117555200,0,14894782,1750,969548
2025-12-29T12:00:29,airport,latitude_deg,86,50.0,0.5,1.537230,0.000276,116506624,119209984,2703360,118161408,118161408,0,14894782,1750,969548
2025-12-29T12:00:30,airport,latitude_deg,87,50.0,0.5,1.524968,0.000317,117112832,119193600,2080768,118145024,118145024,0,14894782,1750,969548
2025-12-29T12:00:32,airport,latitude_deg,88,50.0,0.5,1.530708,0.000319,117096448,119193600,2097152,118145024,118145024,0,14894782,1750,969548
2025-12-29T12:00:34,airport,latitude_deg,89,50.0,0.5,1.527385,0.000308,117096448,119209984,2113536,118161408,118161408,0,14894782,1750,969548
2025-12-29T12:00:35,airport,latitude_deg,90,50.0,0.5,1.528972,0.000308,117112832,119750656,2637824,118702080,118702080,0,14894782,1750,969548
2025-12-29T12:00:37,airport,latitude_deg,91,50.0,0.5,1.527305,0.000342,117653504,119750656,2097152,118702080,118702080,0,14894782,1750,969548
2025-12-29T12:00:38,airport,latitude_deg,92,50.0,0.5,1.535467,0.000311,117653504,119750656,2097152,118702080,118702080,0,14894782,1750,969548
2025-12-29T12:00:40,airport,latitude_deg,93,50.0,0.5,1.524436,0.000313,117653504,119750656,2097152,118702080,118702080,0,14894782,1750,969548
2025-12-29T12:00:41,airport,latitude_deg,94,50.0,0.5,1.531364,0.000279,117653504,117080064,-573440,116031488,116031488,0,14894782,1750,969548
2025-12-29T12:00:43,airport,latitude_deg,95,50.0,0.5,1.524184,0.000285,114982912,117080064,2097152,116031488,116031488,0,14894782,1750,969548
2025-12-29T12:00:44,airport,latitude_deg,96,50.0,0.5,1.540844,0.000323,114982912,117080064,2097152,116031488,116031488,0,14894782,1750,969548
2025-12-29T12:00:46,airport,latitude_deg,97,50.0,0.5,1.536701,0.000365,114982912,116391936,1409024,115326976,115326976,0,14894782,1750,969548
2025-12-29T12:00:48,airport,latitude_deg,98,50.0,0.5,1.539659,0.000371,114278400,113590272,-688128,112541696,112541696,0,14894782,1750,969548
2025-12-29T12:00:49,airport,latitude_deg,99,50.0,0.5,1.533636,0.000323,111493120,111083520,-409600,110034944,110034944,0,14894782,1750,969548
2025-12-29T12:00:51,airport,latitude_deg,100,50.0,0.5,1.527754,0.000320,108986368,111083520,2097152,110034944,110034944,0,14894782,1750,969548
2025-12-29T12:00:51,hospital,zip,1,50.0,0.5,0.002976,0.000254,108986368,109150208,163840,108740608,108740608,0,56254,1718,2088
2025-12-29T12:00:51,hospital,zip,2,50.0,0.5,0.001616,0.000251,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,3,50.0,0.5,0.001610,0.000250,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,4,50.0,0.5,0.001654,0.000244,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,5,50.0,0.5,0.001607,0.000276,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,6,50.0,0.5,0.001675,0.000295,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,7,50.0,0.5,0.001695,0.000273,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,8,50.0,0.5,0.001644,0.000274,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,9,50.0,0.5,0.001689,0.000268,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,10,50.0,0.5,0.001678,0.000281,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,11,50.0,0.5,0.001651,0.000280,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,12,50.0,0.5,0.001656,0.000269,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,13,50.0,0.5,0.001665,0.000311,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,14,50.0,0.5,0.002069,0.000442,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,15,50.0,0.5,0.001840,0.000366,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,16,50.0,0.5,0.001933,0.000348,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,17,50.0,0.5,0.001812,0.000323,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,18,50.0,0.5,0.001733,0.000296,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,19,50.0,0.5,0.001658,0.000282,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,20,50.0,0.5,0.001688,0.000285,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,21,50.0,0.5,0.001700,0.000280,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,22,50.0,0.5,0.001666,0.000278,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,23,50.0,0.5,0.001666,0.000507,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,24,50.0,0.5,0.001954,0.000433,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,25,50.0,0.5,0.001828,0.000370,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,26,50.0,0.5,0.001819,0.000361,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,27,50.0,0.5,0.001759,0.000317,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,28,50.0,0.5,0.001718,0.000329,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,29,50.0,0.5,0.001742,0.000295,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,30,50.0,0.5,0.001716,0.000288,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,31,50.0,0.5,0.001669,0.000298,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,32,50.0,0.5,0.001672,0.000283,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,33,50.0,0.5,0.001667,0.000405,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,34,50.0,0.5,0.002040,0.000314,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,35,50.0,0.5,0.001881,0.000371,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,36,50.0,0.5,0.001876,0.000360,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,37,50.0,0.5,0.001787,0.000350,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,38,50.0,0.5,0.001704,0.000302,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,39,50.0,0.5,0.001681,0.000283,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:51,hospital,zip,40,50.0,0.5,0.001714,0.000285,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,41,50.0,0.5,0.001923,0.000313,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,42,50.0,0.5,0.001921,0.000336,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,43,50.0,0.5,0.001662,0.000456,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,44,50.0,0.5,0.002411,0.000348,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,45,50.0,0.5,0.002061,0.000332,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,46,50.0,0.5,0.001820,0.000447,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,47,50.0,0.5,0.002068,0.000298,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,48,50.0,0.5,0.001734,0.000300,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,49,50.0,0.5,0.001677,0.000288,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,50,50.0,0.5,0.001664,0.000277,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,51,50.0,0.5,0.001643,0.000298,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,52,50.0,0.5,0.001680,0.000289,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,53,50.0,0.5,0.001677,0.000340,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,54,50.0,0.5,0.001869,0.000337,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,55,50.0,0.5,0.001966,0.000391,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,56,50.0,0.5,0.002113,0.000379,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,57,50.0,0.5,0.001824,0.000355,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,58,50.0,0.5,0.001682,0.000294,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,59,50.0,0.5,0.001646,0.000278,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,60,50.0,0.5,0.001659,0.000283,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,61,50.0,0.5,0.001650,0.000273,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,62,50.0,0.5,0.001625,0.000260,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,63,50.0,0.5,0.001628,0.000289,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,64,50.0,0.5,0.001857,0.000387,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,65,50.0,0.5,0.001771,0.000357,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,66,50.0,0.5,0.001810,0.000336,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,67,50.0,0.5,0.001795,0.000316,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,68,50.0,0.5,0.001711,0.000290,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,69,50.0,0.5,0.001665,0.000282,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,70,50.0,0.5,0.001674,0.000284,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,71,50.0,0.5,0.001655,0.000270,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,72,50.0,0.5,0.001597,0.000287,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,73,50.0,0.5,0.001680,0.000355,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,74,50.0,0.5,0.001825,0.000316,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,75,50.0,0.5,0.001833,0.000323,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,76,50.0,0.5,0.001762,0.000328,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,77,50.0,0.5,0.001748,0.000291,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,78,50.0,0.5,0.001683,0.000289,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,79,50.0,0.5,0.001712,0.000284,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,80,50.0,0.5,0.001674,0.000298,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,81,50.0,0.5,0.001650,0.000296,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,82,50.0,0.5,0.001888,0.000289,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,83,50.0,0.5,0.001630,0.000302,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,84,50.0,0.5,0.001735,0.000316,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,85,50.0,0.5,0.001821,0.000419,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:52,hospital,zip,86,50.0,0.5,0.001862,0.000336,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:53,hospital,zip,87,50.0,0.5,0.001825,0.000303,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:53,hospital,zip,88,50.0,0.5,0.001701,0.000275,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
2025-12-29T12:00:53,hospital,zip,89,50.0,0.5,0.001675,0.000265,108740608,108740608,0,108740608,108740608,0,45945,1718,2088
