alpha,leakage,utility,mask_size
2,9.999778782798785e-13,-4.000000000002,4
2,9.999778782798785e-13,-4.000000000002,4
2,9.999778782798785e-13,-5.000000000002,5
2,1.0,-4.0,2
2,1.0,-4.0,2
2,1.0,-4.0,2
2,1.0,-4.0,2
2,1.0,-3.0,1
2,1.0,-5.0,3
2,1.0,-3.0,1
2,0.0,-3.0,3
2,1.0,-4.0,2
2,1.0,-5.0,3
2,1.0,-3.0,1
2,1.0,-4.0,2
2,1.0,-3.0,1
2,1.0,-3.0,1
alpha,leakage,utility,mask_size
3,1.0,-11.0,8
3,1.0,-10.0,7
3,1.0,-11.0,8
3,1.0,-11.0,8
3,1.0,-7.0,4
3,1.0,-9.0,6
3,1.0,-9.0,6
3,1.0,-10.0,7
3,1.0,-10.0,7
3,1.0,-11.0,8
3,1.0,-11.0,8
3,1.0,-4.0,1
3,1.0,-6.0,3
3,1.0,-8.0,5
3,1.0,-6.0,3
3,1.0,-10.0,7
3,1.0,-7.0,4
3,1.0,-6.0,3
3,1.0,-9.0,6
3,1.0,-6.0,3
3,1.0,-9.0,6
3,1.0,-10.0,7
3,1.0,-11.0,8
3,1.0,-10.0,7
3,1.0,-10.0,7
3,1.0,-5.0,2
3,1.0,-11.0,8
3,1.0,-12.0,9
3,1.0,-6.0,3
3,1.0,-7.0,4
3,1.0,-6.0,3
3,0.0,-5.0,5
3,0.0,-5.0,5
3,1.999955756559757e-12,-4.000000000006,4
3,0.0,-6.0,6
3,9.999778782798785e-13,-4.000000000003,4
3,1.0,-7.0,4
3,9.999778782798785e-13,-4.000000000003,4
3,9.999778782798785e-13,-4.000000000003,4
3,0.0,-5.0,5
3,1.0,-6.0,3
3,1.0,-5.0,2
3,1.0,-4.0,1
3,0.0,-3.0,3
3,1.0,-6.0,3
3,1.0,-4.0,1
3,0.0,-4.0,4
3,1.0,-4.0,1
3,1.0,-6.0,3
3,1.0,-6.0,3
alpha,leakage,utility,mask_size
4,0.0,-11.0,11
4,1.0,-9.0,5
4,1.0,-9.0,5
4,1.0,-10.0,6
4,0.0,-11.0,11
4,0.0,-8.0,8
4,1.0,-12.0,8
4,1.0,-14.0,10
4,1.0,-12.0,8
4,1.0,-8.0,4
4,1.0,-9.0,5
4,1.0,-11.0,7
4,1.0,-8.0,4
4,1.0,-9.0,5
4,1.0,-12.0,8
4,1.0,-8.0,4
4,1.0,-11.0,7
4,1.0,-12.0,8
4,1.0,-7.0,3
4,1.0,-9.0,5
4,1.0,-11.0,7
4,1.0,-10.0,6
4,1.0,-11.0,7
4,1.0,-12.0,8
4,1.0,-9.0,5
4,1.0,-11.0,7
4,1.0,-10.0,6
4,1.0,-10.0,6
4,1.0,-12.0,8
4,1.0,-10.0,6
4,0.0,-7.0,7
4,9.999778782798785e-13,-5.000000000004,5
4,1.0,-6.0,2
4,9.999778782798785e-13,-3.000000000004,3
4,1.0,-6.0,2
4,0.0,-5.0,5
4,0.0,-4.0,4
4,1.0,-5.0,1
4,1.0,-8.0,4
4,9.999778782798785e-13,-4.000000000004,4
4,0.0,-3.0,3
4,0.0,-4.0,4
4,0.0,-4.0,4
4,0.0,-3.0,3
4,0.0,-2.0,2
4,1.0,-7.0,3
4,0.0,-2.0,2
4,1.0,-5.0,1
4,0.0,-3.0,3
4,0.0,-3.0,3
alpha,leakage,utility,mask_size
5,0.0,-6.0,6
5,1.0,-14.0,9
5,0.0,-8.0,8
5,1.0,-12.0,7
5,1.0,-11.0,6
5,1.0,-7.0,2
5,0.0,-9.0,9
5,1.0,-11.0,6
5,1.0,-14.0,9
5,1.0,-11.0,6
5,1.0,-10.0,5
5,1.0,-9.0,4
5,1.0,-10.0,5
5,1.0,-10.0,5
5,1.0,-9.0,4
5,1.0,-12.0,7
5,1.0,-12.0,7
5,1.0,-14.0,9
5,1.0,-11.0,6
5,1.0,-12.0,7
5,1.0,-13.0,8
5,1.0,-12.0,7
5,1.0,-10.0,5
5,1.0,-8.0,3
5,1.0,-9.0,4
5,1.0,-8.0,3
5,1.0,-9.0,4
5,1.0,-11.0,6
5,1.0,-15.0,10
5,1.0,-11.0,6
5,1.0,-8.0,3
5,1.0,-9.0,4
5,1.0,-7.0,2
5,9.999778782798785e-13,-5.000000000005,5
5,9.999778782798785e-13,-5.000000000005,5
5,9.999778782798785e-13,-4.000000000005,4
5,0.0,-4.0,4
5,1.999955756559757e-12,-4.00000000001,4
5,1.0,-9.0,4
5,1.999955756559757e-12,-3.00000000001,3
5,0.0,-3.0,3
5,1.0,-7.0,2
5,0.0,-3.0,3
5,1.0,-7.0,2
5,1.0,-7.0,2
5,0.0,-2.0,2
5,0.0,-3.0,3
5,1.0,-7.0,2
5,0.0,-2.0,2
5,1.0,-8.0,3
alpha,leakage,utility,mask_size
6,0.0,-7.0,7
6,0.0,-9.0,9
6,1.0,-9.0,3
6,1.0,-13.0,7
6,1.0,-13.0,7
6,1.0,-12.0,6
6,1.0,-15.0,9
6,0.0,-7.0,7
6,1.0,-12.0,6
6,0.0,-7.0,7
6,1.0,-13.0,7
6,1.0,-10.0,4
6,1.0,-13.0,7
6,1.0,-12.0,6
6,1.0,-11.0,5
6,1.0,-9.0,3
6,1.0,-10.0,4
6,1.0,-12.0,6
6,1.0,-13.0,7
6,1.0,-10.0,4
6,1.0,-10.0,4
6,1.0,-14.0,8
6,1.0,-8.0,2
6,1.0,-10.0,4
6,1.0,-15.0,9
6,1.0,-13.0,7
6,1.0,-14.0,8
6,1.0,-11.0,5
6,1.0,-12.0,6
6,1.0,-12.0,6
6,9.999778782798785e-13,-5.000000000006,5
6,1.999955756559757e-12,-5.000000000011999,5
6,1.0,-8.0,2
6,0.0,-5.0,5
6,9.999778782798785e-13,-3.0000000000059996,3
6,1.0,-9.0,3
6,1.0,-9.0,3
6,1.0,-10.0,4
6,0.0,-5.0,5
6,1.0,-7.0,1
6,0.0,-2.0,2
6,1.0,-8.0,2
6,0.0,-2.0,2
6,0.0,-3.0,3
6,0.0,-3.0,3
6,1.0,-8.0,2
6,1.0,-9.0,3
6,0.0,-4.0,4
6,0.0,-3.0,3
6,1.0,-7.0,1
alpha,leakage,utility,mask_size
7,1.0,-17.0,10
7,0.0,-9.0,9
7,1.0,-15.0,8
7,1.0,-11.0,4
7,0.0,-9.0,9
7,1.0,-13.0,6
7,1.0,-13.0,6
7,1.0,-14.0,7
7,1.0,-14.0,7
7,1.0,-16.0,9
7,1.0,-10.0,3
7,1.0,-12.0,5
7,1.0,-11.0,4
7,1.0,-14.0,7
7,1.0,-14.0,7
7,1.0,-14.0,7
7,1.0,-14.0,7
7,1.0,-12.0,5
7,1.0,-11.0,4
7,1.0,-12.0,5
7,1.0,-13.0,6
7,1.0,-15.0,8
7,1.0,-12.0,5
7,1.0,-17.0,10
7,1.0,-11.0,4
7,1.0,-12.0,5
7,1.0,-16.0,9
7,1.0,-14.0,7
7,1.0,-14.0,7
7,1.0,-11.0,4
7,1.0,-9.0,2
7,0.0,-5.0,5
7,1.0,-9.0,2
7,0.0,-4.0,4
7,9.999778782798785e-13,-4.000000000007,4
7,0.0,-7.0,7
7,9.999778782798785e-13,-5.000000000007,5
7,1.0,-11.0,4
7,9.999778782798785e-13,-4.000000000007,4
7,0.0,-4.0,4
7,0.0,-4.0,4
7,1.0,-9.0,2
7,1.0,-10.0,3
7,1.0,-9.0,2
7,0.0,-2.0,2
7,0.0,-3.0,3
7,0.0,-3.0,3
7,1.0,-11.0,4
7,0.0,-4.0,4
7,1.0,-7.0,0
alpha,leakage,utility,mask_size
8,1.0,-12.0,4
8,1.0,-14.0,6
8,1.0,-13.0,5
8,1.0,-15.0,7
8,1.0,-13.0,5
8,1.0,-16.0,8
8,1.0,-13.0,5
8,1.0,-16.0,8
8,1.0,-17.0,9
8,1.0,-15.0,7
8,1.0,-13.0,5
8,1.0,-13.0,5
8,1.0,-13.0,5
8,1.0,-13.0,5
8,1.0,-14.0,6
8,1.0,-13.0,5
8,1.0,-12.0,4
8,1.0,-11.0,3
8,1.0,-14.0,6
8,1.0,-11.0,3
8,1.0,-14.0,6
8,1.0,-15.0,7
8,1.0,-13.0,5
8,1.0,-15.0,7
8,1.0,-13.0,5
8,1.0,-14.0,6
8,1.0,-14.0,6
8,1.0,-15.0,7
8,1.0,-11.0,3
8,1.0,-13.0,5
8,9.999778782798785e-13,-3.000000000008,3
8,9.999778782798785e-13,-4.000000000008,4
8,9.999778782798785e-13,-5.000000000008,5
8,9.999778782798785e-13,-4.000000000008,4
8,1.0,-9.0,1
8,1.0,-10.0,2
8,1.0,-9.0,1
8,9.999778782798785e-13,-3.000000000008,3
8,9.999778782798785e-13,-3.000000000008,3
8,1.0,-11.0,3
8,1.0,-11.0,3
8,0.0,-2.0,2
8,0.0,-3.0,3
8,0.0,-4.0,4
8,0.0,-4.0,4
8,1.0,-11.0,3
8,1.0,-9.0,1
8,0.0,-3.0,3
8,0.0,-2.0,2
8,0.0,-4.0,4
alpha,leakage,utility,mask_size
9,1.0,-15.0,6
9,1.0,-18.0,9
9,1.0,-17.0,8
9,1.0,-18.0,9
9,0.0,-9.0,9
9,1.0,-11.0,2
9,0.0,-8.0,8
9,1.0,-14.0,5
9,1.0,-17.0,8
9,1.0,-17.0,8
9,1.0,-13.0,4
9,1.0,-12.0,3
9,1.0,-15.0,6
9,1.0,-17.0,8
9,1.0,-15.0,6
9,1.0,-13.0,4
9,1.0,-13.0,4
9,1.0,-14.0,5
9,1.0,-14.0,5
9,1.0,-15.0,6
9,1.0,-14.0,5
9,1.0,-15.0,6
9,1.0,-16.0,7
9,1.0,-17.0,8
9,1.0,-17.0,8
9,1.0,-13.0,4
9,1.0,-12.0,3
9,1.0,-17.0,8
9,1.0,-13.0,4
9,1.0,-15.0,6
9,1.0,-12.0,3
9,0.0,-5.0,5
9,1.0,-13.0,4
9,1.0,-12.0,3
9,9.999778782798785e-13,-5.000000000009,5
9,0.0,-5.0,5
9,0.0,-6.0,6
9,1.0,-12.0,3
9,1.0,-11.0,2
9,9.999778782798785e-13,-4.000000000009,4
9,1.0,-10.0,1
9,0.0,-3.0,3
9,1.0,-12.0,3
9,1.0,-10.0,1
9,0.0,-3.0,3
9,0.0,-3.0,3
9,0.0,-4.0,4
9,0.0,-2.0,2
9,0.0,-4.0,4
9,0.0,-3.0,3
alpha,leakage,utility,mask_size
10,0.0,-7.0,7
10,1.0,-15.0,5
10,0.0,-10.0,10
10,1.0,-16.0,6
10,1.0,-17.0,7
10,1.0,-15.0,5
10,1.0,-17.0,7
10,1.0,-18.0,8
10,0.0,-8.0,8
10,1.0,-19.0,9
10,1.0,-15.0,5
10,1.0,-13.0,3
10,1.0,-13.0,3
10,1.0,-16.0,6
10,1.0,-14.0,4
10,1.0,-15.0,5
10,1.0,-14.0,4
10,1.0,-13.0,3
10,1.0,-13.0,3
10,1.0,-15.0,5
10,1.0,-17.0,7
10,1.0,-15.0,5
10,1.0,-18.0,8
10,1.0,-15.0,5
10,1.0,-14.0,4
10,1.0,-16.0,6
10,1.0,-16.0,6
10,1.0,-15.0,5
10,1.0,-17.0,7
10,1.0,-16.0,6
10,1.0,-12.0,2
10,1.0,-12.0,2
10,1.0,-13.0,3
10,1.0,-13.0,3
10,1.0,-13.0,3
10,0.0,-7.0,7
10,0.0,-5.0,5
10,9.999778782798785e-13,-3.00000000001,3
10,1.0,-12.0,2
10,9.999778782798785e-13,-4.00000000001,4
10,0.0,-3.0,3
10,1.0,-11.0,1
10,1.0,-13.0,3
10,0.0,-3.0,3
10,1.0,-12.0,2
10,1.0,-12.0,2
10,0.0,-4.0,4
10,0.0,-4.0,4
10,0.0,-2.0,2
10,1.0,-12.0,2
alpha,leakage,utility,mask_size
11,1.0,-16.0,5
11,1.0,-19.0,8
11,1.0,-17.0,6
11,1.0,-17.0,6
11,1.0,-19.0,8
11,1.0,-18.0,7
11,1.0,-19.0,8
11,1.0,-16.0,5
11,1.0,-18.0,7
11,1.0,-19.0,8
11,1.0,-18.0,7
11,1.0,-17.0,6
11,1.0,-15.0,4
11,1.0,-16.0,5
11,1.0,-17.0,6
11,1.0,-18.0,7
11,1.0,-16.0,5
11,1.0,-17.0,6
11,1.0,-16.0,5
11,1.0,-18.0,7
11,1.0,-20.0,9
11,1.0,-17.0,6
11,1.0,-20.0,9
11,1.0,-16.0,5
11,1.0,-18.0,7
11,1.0,-17.0,6
11,1.0,-17.0,6
11,1.0,-19.0,8
11,1.0,-19.0,8
11,1.0,-18.0,7
11,1.0,-13.0,2
11,1.0,-13.0,2
11,1.0,-15.0,4
11,1.999955756559757e-12,-4.000000000021999,4
11,9.999778782798785e-13,-4.000000000011,4
11,1.0,-15.0,4
11,0.0,-5.0,5
11,1.0,-15.0,4
11,9.999778782798785e-13,-4.000000000011,4
11,9.999778782798785e-13,-4.000000000011,4
11,1.0,-13.0,2
11,0.0,-3.0,3
11,0.0,-4.0,4
11,1.0,-11.0,0
11,0.0,-2.0,2
11,0.0,-4.0,4
11,0.0,-4.0,4
11,1.0,-13.0,2
11,0.0,-3.0,3
11,0.0,-4.0,4
alpha,leakage,utility,mask_size
12,1.0,-17.0,5
12,1.0,-17.0,5
12,1.0,-15.0,3
12,1.0,-21.0,9
12,1.0,-21.0,9
12,1.0,-21.0,9
12,1.0,-19.0,7
12,1.0,-16.0,4
12,0.0,-9.0,9
12,0.0,-11.0,11
12,1.0,-22.0,10
12,1.0,-19.0,7
12,1.0,-15.0,3
12,1.0,-18.0,6
12,1.0,-18.0,6
12,1.0,-19.0,7
12,1.0,-16.0,4
12,1.0,-15.0,3
12,1.0,-19.0,7
12,1.0,-17.0,5
12,1.0,-19.0,7
12,1.0,-19.0,7
12,1.0,-21.0,9
12,1.0,-16.0,4
12,1.0,-15.0,3
12,1.0,-18.0,6
12,1.0,-20.0,8
12,1.0,-17.0,5
12,1.0,-18.0,6
12,1.0,-18.0,6
12,0.0,-7.0,7
12,1.0,-15.0,3
12,1.0,-13.0,1
12,1.0,-14.0,2
12,9.999778782798785e-13,-4.000000000011999,4
12,1.0,-15.0,3
12,9.999778782798785e-13,-4.000000000011999,4
12,1.0,-14.0,2
12,1.0,-16.0,4
12,1.0,-13.0,1
12,0.0,-3.0,3
12,0.0,-5.0,5
12,1.0,-14.0,2
12,0.0,-5.0,5
12,1.0,-15.0,3
12,0.0,-4.0,4
12,0.0,-4.0,4
12,0.0,-2.0,2
12,1.0,-14.0,2
12,0.0,-3.0,3
alpha,leakage,utility,mask_size
13,0.0,-10.0,10
13,1.0,-22.0,9
13,1.0,-19.0,6
13,0.0,-8.0,8
13,1.0,-20.0,7
13,0.0,-10.0,10
13,1.0,-18.0,5
13,1.0,-20.0,7
13,1.0,-17.0,4
13,1.0,-20.0,7
13,1.0,-19.0,6
13,1.0,-18.0,5
13,1.0,-17.0,4
13,1.0,-15.0,2
13,1.0,-15.0,2
13,1.0,-16.0,3
13,1.0,-19.0,6
13,1.0,-18.0,5
13,1.0,-18.0,5
13,1.0,-18.0,5
13,1.0,-19.0,6
13,1.0,-21.0,8
13,1.0,-18.0,5
13,1.0,-18.0,5
13,1.0,-19.0,6
13,1.0,-19.0,6
13,1.0,-19.0,6
13,1.0,-15.0,2
13,1.0,-18.0,5
13,1.0,-20.0,7
13,9.999778782798785e-13,-4.000000000012999,4
13,0.0,-6.0,6
13,0.0,-5.0,5
13,1.0,-14.0,1
13,1.0,-17.0,4
13,0.0,-4.0,4
13,1.0,-16.0,3
13,9.999778782798785e-13,-5.000000000012999,5
13,1.0,-16.0,3
13,1.0,-14.0,1
13,0.0,-4.0,4
13,0.0,-4.0,4
13,1.0,-16.0,3
13,0.0,-4.0,4
13,1.0,-15.0,2
13,0.0,-5.0,5
13,1.0,-13.0,0
13,1.0,-14.0,1
13,1.0,-15.0,2
13,1.0,-16.0,3
alpha,leakage,utility,mask_size
14,1.0,-20.0,6
14,1.0,-19.0,5
14,1.0,-23.0,9
14,0.0,-10.0,10
14,1.0,-19.0,5
14,1.0,-22.0,8
14,1.0,-21.0,7
14,1.0,-17.0,3
14,1.0,-19.0,5
14,1.0,-23.0,9
14,1.0,-19.0,5
14,1.0,-16.0,2
14,1.0,-19.0,5
14,1.0,-22.0,8
14,1.0,-16.0,2
14,1.0,-20.0,6
14,1.0,-19.0,5
14,1.0,-20.0,6
14,1.0,-20.0,6
14,1.0,-20.0,6
14,1.0,-21.0,7
14,1.0,-22.0,8
14,1.0,-21.0,7
14,1.0,-21.0,7
14,1.0,-22.0,8
14,1.0,-16.0,2
14,1.0,-22.0,8
14,1.0,-20.0,6
14,1.0,-22.0,8
14,1.0,-22.0,8
14,1.0,-15.0,1
14,9.999778782798785e-13,-4.0000000000139995,4
14,0.0,-5.0,5
14,0.0,-5.0,5
14,0.0,-4.0,4
14,1.0,-17.0,3
14,9.999778782798785e-13,-3.0000000000139995,3
14,1.0,-17.0,3
14,1.0,-17.0,3
14,9.999778782798785e-13,-4.0000000000139995,4
14,1.0,-15.0,1
14,1.0,-17.0,3
14,0.0,-5.0,5
14,0.0,-3.0,3
14,1.0,-17.0,3
14,0.0,-3.0,3
14,1.0,-16.0,2
14,0.0,-4.0,4
14,0.0,-2.0,2
14,0.0,-3.0,3
alpha,leakage,utility,mask_size
15,1.0,-18.0,3
15,1.0,-23.0,8
15,0.0,-7.0,7
15,1.0,-21.0,6
15,1.0,-22.0,7
15,1.0,-20.0,5
15,1.0,-25.0,10
15,1.0,-17.0,2
15,1.0,-23.0,8
15,1.0,-25.0,10
15,1.0,-21.0,6
15,1.0,-20.0,5
15,1.0,-19.0,4
15,1.0,-20.0,5
15,1.0,-23.0,8
15,1.0,-20.0,5
15,1.0,-23.0,8
15,1.0,-20.0,5
15,1.0,-18.0,3
15,1.0,-22.0,7
15,1.0,-22.0,7
15,1.0,-20.0,5
15,1.0,-21.0,6
15,1.0,-20.0,5
15,1.0,-19.0,4
15,1.0,-24.0,9
15,1.0,-21.0,6
15,1.0,-23.0,8
15,1.0,-20.0,5
15,1.0,-21.0,6
15,1.0,-19.0,4
15,1.0,-18.0,3
15,9.999778782798785e-13,-3.0000000000149996,3
15,9.999778782798785e-13,-5.000000000015,5
15,9.999778782798785e-13,-5.000000000015,5
15,9.999778782798785e-13,-5.000000000015,5
15,9.999778782798785e-13,-5.000000000015,5
15,1.0,-18.0,3
15,1.0,-19.0,4
15,9.999778782798785e-13,-5.000000000015,5
15,1.0,-17.0,2
15,1.0,-17.0,2
15,0.0,-4.0,4
15,0.0,-3.0,3
15,1.0,-17.0,2
15,0.0,-3.0,3
15,0.0,-4.0,4
15,1.0,-16.0,1
15,1.0,-17.0,2
15,0.0,-3.0,3
alpha,leakage,utility,mask_size
16,1.0,-21.0,5
16,0.0,-10.0,10
16,0.0,-8.0,8
16,1.0,-22.0,6
16,0.0,-10.0,10
16,1.0,-20.0,4
16,1.0,-23.0,7
16,0.0,-9.0,9
16,0.0,-11.0,11
16,1.0,-21.0,5
16,1.0,-20.0,4
16,1.0,-20.0,4
16,1.0,-22.0,6
16,1.0,-20.0,4
16,1.0,-22.0,6
16,1.0,-21.0,5
16,1.0,-24.0,8
16,1.0,-21.0,5
16,1.0,-19.0,3
16,1.0,-23.0,7
16,1.0,-24.0,8
16,1.0,-22.0,6
16,1.0,-24.0,8
16,1.0,-23.0,7
16,1.0,-23.0,7
16,1.0,-20.0,4
16,1.0,-21.0,5
16,1.0,-19.0,3
16,1.0,-21.0,5
16,1.0,-25.0,9
16,9.999778782798785e-13,-4.000000000016,4
16,0.0,-5.0,5
16,9.999778782798785e-13,-4.000000000016,4
16,0.0,-4.0,4
16,1.0,-20.0,4
16,0.0,-4.0,4
16,9.999778782798785e-13,-5.000000000016,5
16,1.0,-19.0,3
16,0.0,-4.0,4
16,0.0,-6.0,6
16,1.0,-19.0,3
16,1.0,-16.0,0
16,1.0,-18.0,2
16,0.0,-3.0,3
16,0.0,-2.0,2
16,0.0,-3.0,3
16,1.0,-18.0,2
16,0.0,-3.0,3
16,0.0,-4.0,4
16,1.0,-19.0,3
alpha,leakage,utility,mask_size
17,1.0,-24.0,7
17,1.0,-23.0,6
17,1.0,-26.0,9
17,1.0,-22.0,5
17,0.0,-9.0,9
17,1.0,-24.0,7
17,0.0,-11.0,11
17,1.0,-26.0,9
17,1.0,-23.0,6
17,1.0,-25.0,8
17,1.0,-23.0,6
17,1.0,-22.0,5
17,1.0,-24.0,7
17,1.0,-20.0,3
17,1.0,-22.0,5
17,1.0,-21.0,4
17,1.0,-25.0,8
17,1.0,-21.0,4
17,1.0,-24.0,7
17,1.0,-23.0,6
17,1.0,-26.0,9
17,1.0,-22.0,5
17,1.0,-21.0,4
17,1.0,-25.0,8
17,1.0,-24.0,7
17,1.0,-26.0,9
17,1.0,-19.0,2
17,1.0,-22.0,5
17,1.0,-23.0,6
17,1.0,-22.0,5
17,1.0,-20.0,3
17,1.0,-19.0,2
17,9.999778782798785e-13,-4.000000000017,4
17,1.0,-19.0,2
17,9.999778782798785e-13,-6.000000000017,6
17,1.0,-19.0,2
17,9.999778782798785e-13,-4.000000000017,4
17,1.0,-18.0,1
17,1.0,-21.0,4
17,1.0,-19.0,2
17,1.0,-21.0,4
17,0.0,-5.0,5
17,0.0,-5.0,5
17,1.0,-19.0,2
17,0.0,-3.0,3
17,0.0,-4.0,4
17,1.0,-19.0,2
17,0.0,-2.0,2
17,1.0,-21.0,4
17,0.0,-3.0,3
alpha,leakage,utility,mask_size
18,1.0,-25.0,7
18,1.0,-22.0,4
18,1.0,-22.0,4
18,1.0,-24.0,6
18,1.0,-27.0,9
18,1.0,-27.0,9
18,1.0,-25.0,7
18,1.0,-22.0,4
18,1.0,-25.0,7
18,1.0,-25.0,7
18,1.0,-25.0,7
18,1.0,-23.0,5
18,1.0,-23.0,5
18,1.0,-25.0,7
18,1.0,-24.0,6
18,1.0,-23.0,5
18,1.0,-25.0,7
18,1.0,-24.0,6
18,1.0,-27.0,9
18,1.0,-20.0,2
18,1.0,-25.0,7
18,1.0,-21.0,3
18,1.0,-24.0,6
18,1.0,-25.0,7
18,1.0,-26.0,8
18,1.0,-25.0,7
18,1.0,-25.0,7
18,1.0,-25.0,7
18,1.0,-21.0,3
18,1.0,-26.0,8
18,9.999778782798785e-13,-4.000000000018,4
18,1.0,-22.0,4
18,9.999778782798785e-13,-6.000000000018,6
18,1.0,-20.0,2
18,1.0,-19.0,1
18,1.0,-21.0,3
18,0.0,-5.0,5
18,9.999778782798785e-13,-4.000000000018,4
18,1.0,-20.0,2
18,1.999955756559757e-12,-4.000000000036,4
18,0.0,-3.0,3
18,1.0,-21.0,3
18,0.0,-3.0,3
18,1.0,-21.0,3
18,1.0,-21.0,3
18,1.0,-19.0,1
18,0.0,-4.0,4
18,0.0,-4.0,4
18,1.0,-19.0,1
18,0.0,-4.0,4
alpha,leakage,utility,mask_size
19,1.0,-26.0,7
19,0.0,-8.0,8
19,1.0,-25.0,6
19,1.0,-25.0,6
19,1.0,-27.0,8
19,1.0,-27.0,8
19,1.0,-25.0,6
19,0.0,-7.0,7
19,0.0,-11.0,11
19,1.0,-29.0,10
19,1.0,-26.0,7
19,1.0,-25.0,6
19,1.0,-24.0,5
19,1.0,-23.0,4
19,1.0,-23.0,4
19,1.0,-23.0,4
19,1.0,-24.0,5
19,1.0,-24.0,5
19,1.0,-22.0,3
19,1.0,-24.0,5
19,1.0,-27.0,8
19,1.0,-30.0,11
19,1.0,-26.0,7
19,1.0,-24.0,5
19,1.0,-27.0,8
19,1.0,-24.0,5
19,1.0,-28.0,9
19,1.0,-26.0,7
19,1.0,-26.0,7
19,1.0,-27.0,8
19,1.0,-22.0,3
19,0.0,-4.0,4
19,0.0,-4.0,4
19,1.0,-22.0,3
19,9.999778782798785e-13,-5.000000000019,5
19,0.0,-4.0,4
19,9.999778782798785e-13,-4.000000000019,4
19,1.0,-21.0,2
19,9.999778782798785e-13,-6.000000000019,6
19,0.0,-4.0,4
19,1.0,-20.0,1
19,0.0,-2.0,2
19,1.0,-21.0,2
19,0.0,-4.0,4
19,0.0,-2.0,2
19,0.0,-3.0,3
19,0.0,-4.0,4
19,0.0,-3.0,3
19,1.0,-22.0,3
19,1.0,-21.0,2
alpha,leakage,utility,mask_size
20,1.0,-26.0,6
20,1.0,-26.0,6
20,0.0,-11.0,11
20,1.0,-30.0,10
20,0.0,-10.0,10
20,0.0,-9.0,9
20,1.0,-27.0,7
20,1.0,-26.0,6
20,1.0,-27.0,7
20,1.0,-25.0,5
20,1.0,-24.0,4
20,1.0,-28.0,8
20,1.0,-26.0,6
20,1.0,-27.0,7
20,1.0,-26.0,6
20,1.0,-27.0,7
20,1.0,-24.0,4
20,1.0,-25.0,5
20,1.0,-27.0,7
20,1.0,-26.0,6
20,1.0,-26.0,6
20,1.0,-26.0,6
20,1.0,-23.0,3
20,1.0,-26.0,6
20,1.0,-26.0,6
20,1.0,-27.0,7
20,1.0,-27.0,7
20,1.0,-27.0,7
20,1.0,-27.0,7
20,1.0,-27.0,7
20,0.0,-6.0,6
20,1.999955756559757e-12,-3.000000000039999,3
20,9.999778782798785e-13,-3.0000000000199996,3
20,1.0,-23.0,3
20,1.0,-24.0,4
20,1.0,-23.0,3
20,1.0,-23.0,3
20,1.0,-22.0,2
20,0.0,-5.0,5
20,1.0,-21.0,1
20,1.0,-21.0,1
20,0.0,-3.0,3
20,1.0,-22.0,2
20,0.0,-3.0,3
20,0.0,-4.0,4
20,0.0,-5.0,5
20,0.0,-4.0,4
