method,dataset,target_attribute,total_time,init_time,model_time,del_time,leakage,baseline_leakage_empty_mask,utility,total_paths,mask_size,model_size,num_instantiated_cellsmarginal_em,adult,education,0.03307700157165527,0.003965854644775391,0.026684999465942383,0.0024261474609375,0.49122554744404323,Unnamed: 21,-1000.0,7,0,2858,12,epsilon_m,L0
marginal_em,adult,education,0.0224487781524658,0.0013887882232666,0.0182509422302246,0.0028090476989746,0.141854762675785,,-1003.0,7,3,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.0228097438812255,0.0013368129730224,0.0185210704803466,0.0029518604278564,0.141854762675785,,-1003.0,7,3,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.0223081111907959,0.0014550685882568,0.0182220935821533,0.0026309490203857,0.0010000749761468,,-8.0,7,8,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.022188663482666,0.0013370513916015,0.018244981765747,0.0026066303253173,0.0623400217666499,,-5.0,7,5,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.0218915939331054,0.0013368129730224,0.0181610584259033,0.0023937225341796,0.0,,-12.0,7,12,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.0218889713287353,0.0013320446014404,0.0181159973144531,0.0024409294128417,0.0623400217666499,,-5.0,7,5,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.0221209526062011,0.0013339519500732,0.0183539390563964,0.0024330615997314,0.0,,-11.0,7,11,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.0224041938781738,0.0013408660888671,0.0187022686004638,0.0023610591888427,0.0046960875635043,,-6.0,7,6,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.0226128101348876,0.0014448165893554,0.0181539058685302,0.0030140876770019,0.0,,-12.0,7,12,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.0223510265350341,0.0013399124145507,0.0181660652160644,0.0028450489044189,0.0,,-11.0,7,11,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.0228569507598876,0.0013380050659179,0.0180308818817138,0.0034880638122558,0.0046960875635043,,-6.0,7,6,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.0231106281280517,0.0013158321380615,0.0183360576629638,0.0034587383270263,0.4912255474440432,,-1000.0,7,0,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.0222671031951904,0.0014159679412841,0.0181500911712646,0.0027010440826416,0.4912255474440432,,-1000.0,7,0,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.0222284793853759,0.001401662826538,0.0181949138641357,0.0026319026947021,0.2673304963584648,,-1002.0,7,2,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.022256851196289,0.001345157623291,0.0182728767395019,0.002638816833496,0.141854762675785,,-1003.0,7,3,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.0218448638916015,0.0013377666473388,0.0181961059570312,0.0023109912872314,0.0,,-12.0,7,12,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.0221381187438964,0.0013239383697509,0.0181162357330322,0.0026979446411132,0.0,,-11.0,7,11,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.0220222473144531,0.0013458728790283,0.0181713104248046,0.0025050640106201,0.4912255474440432,,-1000.0,7,0,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.0218479633331298,0.0013558864593505,0.0181519985198974,0.0023400783538818,0.4912255474440432,,-1000.0,7,0,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.0220038890838623,0.0013380050659179,0.0180990695953369,0.0025668144226074,0.0623400217666499,,-5.0,7,5,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.0219950675964355,0.0013399124145507,0.0181162357330322,0.0025389194488525,0.0010000749761468,,-8.0,7,8,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.021813154220581,0.0013229846954345,0.0181491374969482,0.0023410320281982,0.2673304963584648,,-1002.0,7,2,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.0225982666015625,0.0013520717620849,0.0181930065155029,0.0030531883239746,0.141854762675785,,-1003.0,7,3,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.0218045711517334,0.0013356208801269,0.018172264099121,0.0022966861724853,0.0004258560715968,,-9.0,7,9,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.0218119621276855,0.0013718605041503,0.0182709693908691,0.002169132232666,0.2673304963584648,,-1002.0,7,2,2858,12,,,,,,,,,,,,,,0.0,0.1
marginal_em,adult,education,0.0220122337341308,0.0013298988342285,0.0181372165679931,0.0025451183319091,0.0699460066462226,,-4.0,7,4,2858,12,,,,,,,,,,,,,,0.0,0.1
